backend,day,timestamp_utc,avg_t1_us,avg_t2_us,probe_t1_us,probe_t2_us
ibm_osaka,4,2025-01-18 13:00:00+00:00,176.53565774602998,77.50454606880012,175.65823317096357,71.37601171968255
ibm_brisbane,4,2025-01-18 18:00:00+00:00,124.70826320757769,84.61310389452674,120.41878319655034,80.68440269767007
ibm_brisbane,4,2025-01-18 18:00:00+00:00,127.3556945996019,61.34361418953108,133.70474606779786,58.1963070663266
ibm_brisbane,4,2025-01-18 18:00:00+00:00,133.81656164354195,69.01394973860077,134.89202414693418,79.83316276628473
ibm_kyoto,4,2025-01-18 18:00:00+00:00,190.20163699668802,84.30992356327472,189.46300426305493,88.37116287483629
ibm_kyoto,4,2025-01-18 18:00:00+00:00,129.71664020479537,83.20466412787331,129.4284872844229,75.30543631107447
ibm_kyoto,4,2025-01-18 18:00:00+00:00,166.17956433061147,113.33244183926398,175.32592460674093,121.7517379787555
ibm_osaka,4,2025-01-18 18:00:00+00:00,139.97716082872316,77.44949370433777,137.57933266842883,67.70032776218473
ibm_osaka,4,2025-01-18 18:00:00+00:00,128.9438885479808,81.57225046592303,131.04747119127106,77.85908419762937
ibm_osaka,4,2025-01-18 18:00:00+00:00,118.88041321310818,73.31059503344459,117.41281204632179,74.09258793712247
ibm_brisbane,5,2025-01-19 08:00:00+00:00,187.32392861444941,60.17379139743495,181.20355292307283,54.29326108314824
ibm_brisbane,5,2025-01-19 08:00:00+00:00,211.23090230967628,61.910822714060906,204.88211294531666,61.50944990736136
ibm_brisbane,5,2025-01-19 08:00:00+00:00,149.69848116878566,71.37512302437547,147.18989265684974,67.07534324130413
ibm_kyoto,5,2025-01-19 08:00:00+00:00,183.06252994362663,74.68359639002894,180.6119578655014,81.08804501843422
ibm_kyoto,5,2025-01-19 08:00:00+00:00,210.36631014229027,78.98845240240266,221.77366069039977,74.02250582943087
ibm_kyoto,5,2025-01-19 08:00:00+00:00,197.56759211183362,84.51447694215425,191.64657411233821,98.47687041669111
ibm_osaka,5,2025-01-19 08:00:00+00:00,195.66084153991824,75.42546269024919,188.118041103134,70.29221777776328
ibm_osaka,5,2025-01-19 08:00:00+00:00,193.50637373738152,64.29758141146353,197.64289473449935,65.9191220074236
ibm_osaka,5,2025-01-19 08:00:00+00:00,195.62139090207307,74.70707528665604,197.2695593971444,81.7635533797207
ibm_brisbane,5,2025-01-19 13:00:00+00:00,164.3398042477677,97.65697800259194,164.9816202937505,90.56912260144165
ibm_brisbane,5,2025-01-19 13:00:00+00:00,134.8003975337074,71.3702687757651,137.3849592151007,70.12438516659329
ibm_brisbane,5,2025-01-19 13:00:00+00:00,141.96793083095108,84.95716075235356,132.88006222555742,85.47631633717212
ibm_kyoto,5,2025-01-19 13:00:00+00:00,175.01801394339307,104.72139935092916,179.9437653191918,109.22951486133401
ibm_kyoto,5,2025-01-19 13:00:00+00:00,175.7555067520594,116.42051479987093,162.73123946452213,134.11884519270603
ibm_kyoto,5,2025-01-19 13:00:00+00:00,161.38898738789652,87.19444700891574,154.8427173647396,92.78071706959182
ibm_osaka,5,2025-01-19 13:00:00+00:00,173.76285287718164,90.93647374457788,163.87285968410833,91.62532191993557
ibm_osaka,5,2025-01-19 13:00:00+00:00,156.6424874759659,86.99243873053182,149.93569675737348,82.58244760347341
ibm_osaka,5,2025-01-19 13:00:00+00:00,149.78179237515906,114.26380124982704,156.59348639405283,110.84080611550155
ibm_brisbane,5,2025-01-19 18:00:00+00:00,116.8959682902535,90.68319621679667,124.73055758925106,88.92537263397205
ibm_brisbane,5,2025-01-19 18:00:00+00:00,97.49315226881568,77.99452181505255,97.44589108812279,79.18874976006838
ibm_brisbane,5,2025-01-19 18:00:00+00:00,111.22645223274644,88.98116178619716,108.51298795372782,83.92811872478975
ibm_kyoto,5,2025-01-19 18:00:00+00:00,153.1128560941145,115.28562937634577,164.17951677005973,111.11407888927283
ibm_kyoto,5,2025-01-19 18:00:00+00:00,124.39982963495028,99.51986370796023,125.12520544585949,101.57653891088317
ibm_kyoto,5,2025-01-19 18:00:00+00:00,132.69200600619618,106.15360480495696,128.17608935700872,103.64454954845975
ibm_osaka,5,2025-01-19 18:00:00+00:00,127.55004383857019,102.04003507085616,128.09026440199779,88.02120574035783
ibm_osaka,5,2025-01-19 18:00:00+00:00,136.64759992572152,89.62479932031424,143.9693419332685,88.3202649732938
ibm_osaka,5,2025-01-19 18:00:00+00:00,124.94434649633114,99.95547719706491,128.79246148043018,98.47354091637254
ibm_brisbane,6,2025-01-20 08:00:00+00:00,172.55036151359528,121.72740169889754,165.91837291074748,114.96524004733075
ibm_brisbane,6,2025-01-20 08:00:00+00:00,223.70793536160184,97.77805095880291,230.45746826060187,100.11511518703067
ibm_brisbane,6,2025-01-20 08:00:00+00:00,158.7718665956063,97.33598266097971,148.49527099947414,93.58340380359536
ibm_kyoto,6,2025-01-20 08:00:00+00:00,188.14529709227804,104.8298903109934,188.52278586548502,109.20339134638718
ibm_kyoto,6,2025-01-20 08:00:00+00:00,183.70073317234142,117.2240450990714,192.05588910227556,115.30839448878677
ibm_kyoto,6,2025-01-20 08:00:00+00:00,189.05198622056568,111.94826864466937,190.41646555343362,114.04057972491614
ibm_osaka,6,2025-01-20 08:00:00+00:00,193.52982367287083,83.48070788710136,193.54922197727876,81.64127933985361
ibm_osaka,6,2025-01-20 08:00:00+00:00,199.45168135516832,88.5706207033573,198.81314395592045,84.24717286915255
ibm_osaka,6,2025-01-20 08:00:00+00:00,192.97237460223042,128.9440966990556,192.40738361561492,123.09973369971387
ibm_brisbane,6,2025-01-20 13:00:00+00:00,144.42035094718935,68.96154093037445,141.99467921399875,63.10449051958478
ibm_brisbane,6,2025-01-20 13:00:00+00:00,128.1989294138316,68.7041803044992,126.15947268266443,68.45870017456083
ibm_brisbane,6,2025-01-20 13:00:00+00:00,151.1260627901919,64.60777189666467,149.44485592104624,53.826514883051885
ibm_kyoto,6,2025-01-20 13:00:00+00:00,152.49132488323713,92.17674736233971,152.6819206606306,94.4619281114009
ibm_kyoto,6,2025-01-20 13:00:00+00:00,191.38057220797677,114.91435706504411,197.55486582873874,119.56214201578148
ibm_kyoto,6,2025-01-20 13:00:00+00:00,170.16606607373606,95.8225043519539,162.44186319094598,95.3671829130203
ibm_osaka,6,2025-01-20 13:00:00+00:00,140.89669652821604,112.71735722257284,145.72572420214516,115.17110327752074
ibm_osaka,6,2025-01-20 13:00:00+00:00,169.75888921650585,102.27908637857138,156.8514906377638,101.3903177610226
ibm_osaka,6,2025-01-20 13:00:00+00:00,137.31035659887408,90.5550132474572,138.66606005687945,90.953023734551
ibm_brisbane,6,2025-01-20 18:00:00+00:00,142.21554789025666,67.88059874713682,142.25477577708614,74.69316795849217
ibm_brisbane,6,2025-01-20 18:00:00+00:00,134.9224225724468,76.6667982704326,135.2663908927183,71.66327857951525
ibm_brisbane,6,2025-01-20 18:00:00+00:00,122.9304705048228,58.54132525655229,112.9724542209698,54.913319564421705
ibm_kyoto,6,2025-01-20 18:00:00+00:00,118.8572220511262,95.08577764090097,108.86327782419795,96.27418704714674
ibm_kyoto,6,2025-01-20 18:00:00+00:00,145.01416631452966,87.24102495380204,161.28343442429204,84.25590645158533
ibm_kyoto,6,2025-01-20 18:00:00+00:00,147.39166143027182,70.40154701211097,146.62828287662185,78.5392059670091
ibm_osaka,6,2025-01-20 18:00:00+00:00,107.94170145782427,75.45520165761073,107.23606000319003,82.83829233009796
ibm_osaka,6,2025-01-20 18:00:00+00:00,112.26453861028165,72.28057934902783,116.01241857630765,68.99730925750524
ibm_osaka,6,2025-01-20 18:00:00+00:00,127.79929684190775,81.2167582917774,133.54257911126425,82.38157009651123
ibm_brisbane,7,2025-01-21 08:00:00+00:00,182.3251705040437,59.919721482380936,180.86439210024002,65.18130277292205
ibm_brisbane,7,2025-01-21 08:00:00+00:00,183.23818768113986,56.29961159833505,181.90485045378105,51.86518241081593
ibm_brisbane,7,2025-01-21 08:00:00+00:00,190.7388500511897,60.20698137265633,202.5674996483415,54.86182115008481
ibm_kyoto,7,2025-01-21 08:00:00+00:00,219.28664846762797,85.75355090281224,207.29655693761794,77.19786346259136
ibm_kyoto,7,2025-01-21 08:00:00+00:00,220.56438987781965,97.29883926559012,223.33421993481525,88.32678064919578
ibm_kyoto,7,2025-01-21 08:00:00+00:00,208.7088646391464,69.38130228738473,188.328691182093,74.58521916109179
ibm_osaka,7,2025-01-21 08:00:00+00:00,178.07652646244256,84.58634676481897,149.50762666122364,72.49989682158986
ibm_osaka,7,2025-01-21 08:00:00+00:00,172.31760570087994,62.09458368589593,170.51312241440016,65.79369775835872
ibm_osaka,7,2025-01-21 08:00:00+00:00,187.32261734178843,76.9694739837782,203.79192652151883,70.05103990415506
ibm_brisbane,7,2025-01-21 13:00:00+00:00,138.48698938325882,83.95723059509943,144.19488469587472,85.45265433320752
ibm_brisbane,7,2025-01-21 13:00:00+00:00,153.79011525373022,82.14204828749654,166.90915456336265,90.06732298953467
ibm_brisbane,7,2025-01-21 13:00:00+00:00,125.32656972646389,82.78421486261082,114.0860469089475,76.40578190103508
ibm_kyoto,7,2025-01-21 13:00:00+00:00,173.45804053818173,114.33311796951638,170.13524497142745,105.14507423587635
ibm_kyoto,7,2025-01-21 13:00:00+00:00,191.19938346998296,93.60458630375024,181.83996221512137,100.14973660365818
ibm_kyoto,7,2025-01-21 13:00:00+00:00,166.3561833633689,115.26989273929651,180.98583640153942,127.91258406481542
ibm_osaka,7,2025-01-21 13:00:00+00:00,150.23088120732467,104.16377970272373,142.6056302627616,110.67886155407884
ibm_osaka,7,2025-01-21 13:00:00+00:00,155.5895583488413,96.20443534017151,152.1230966363169,96.52590090690104
ibm_osaka,7,2025-01-21 13:00:00+00:00,163.6028095741931,85.50388014468082,148.47715902852977,87.11626068722661
ibm_brisbane,7,2025-01-21 18:00:00+00:00,114.7804241945019,91.82433935560152,115.34714894949816,85.67355887629903
ibm_brisbane,7,2025-01-21 18:00:00+00:00,146.3091801647152,85.34426989730645,142.16956812972992,75.2088360250751
ibm_brisbane,7,2025-01-21 18:00:00+00:00,132.28736866189467,97.6981189808881,130.165205034043,83.71194468309069
ibm_kyoto,7,2025-01-21 18:00:00+00:00,137.42820348715537,103.85851331618728,148.1764376871258,107.07316499510426
ibm_kyoto,7,2025-01-21 18:00:00+00:00,137.3653365640193,109.89226925121544,144.46231101719872,111.97227341517296
ibm_kyoto,7,2025-01-21 18:00:00+00:00,164.8601998231809,91.12362891383,163.16043400658654,92.6376475210909
ibm_osaka,7,2025-01-21 18:00:00+00:00,137.2567579517142,96.81617910302444,141.04071634890101,85.32376114709199
ibm_osaka,7,2025-01-21 18:00:00+00:00,159.4549901341526,101.97355586990935,141.1156470100292,81.99070178794894
ibm_osaka,7,2025-01-21 18:00:00+00:00,123.78208611113936,99.0256688889115,135.6665474331916,94.4594359230064
ibm_brisbane,8,2025-01-22 08:00:00+00:00,168.02082826282452,91.99733254662264,172.61546708826936,97.88526493912792
ibm_brisbane,8,2025-01-22 08:00:00+00:00,195.66082408542331,88.36392895726834,215.40997130207882,92.46732446255858
ibm_brisbane,8,2025-01-22 08:00:00+00:00,184.3149242255507,87.90215468007479,200.64068829484017,85.99177882001604
ibm_kyoto,8,2025-01-22 08:00:00+00:00,222.7905776218379,99.68699044257568,208.50470684215165,89.3620606821134
ibm_kyoto,8,2025-01-22 08:00:00+00:00,226.71789765548425,111.67144008689213,219.82684130747438,117.94361747338716
ibm_kyoto,8,2025-01-22 08:00:00+00:00,188.93193991295647,90.18487055618534,174.48817184667914,96.62299517684247
ibm_osaka,8,2025-01-22 08:00:00+00:00,167.60407144359505,105.29815121526173,147.9828502881036,111.62836359551373
ibm_osaka,8,2025-01-22 08:00:00+00:00,198.7002696610939,103.27093806619361,198.33995654054732,100.64683762189438
ibm_osaka,8,2025-01-22 08:00:00+00:00,204.1092995820462,92.43596989917727,197.3364786441857,79.18757980726284
ibm_brisbane,8,2025-01-22 13:00:00+00:00,129.44298572981012,77.99371972900332,122.9216557258641,89.03197249488476
ibm_brisbane,8,2025-01-22 13:00:00+00:00,146.19744380970312,68.42502642164246,147.5383611481479,73.85983206471879
ibm_brisbane,8,2025-01-22 13:00:00+00:00,169.4676651643423,88.07964080030013,185.20395469310483,87.03057980467747
ibm_kyoto,8,2025-01-22 13:00:00+00:00,161.70737604906137,86.16942343714571,171.48043015873338,88.78154141249051
ibm_kyoto,8,2025-01-22 13:00:00+00:00,181.2784129770586,98.08491080424841,181.5127978797211,86.35100544704386
ibm_kyoto,8,2025-01-22 13:00:00+00:00,189.16561826740295,104.1726965526735,183.54247458385714,99.56544084185145
ibm_osaka,8,2025-01-22 13:00:00+00:00,136.13793950744375,89.18933813270193,124.21274150518083,75.35846811889232
ibm_osaka,8,2025-01-22 13:00:00+00:00,167.65830275214333,115.99450737410422,165.50055763155672,125.73708166490783
ibm_osaka,8,2025-01-22 13:00:00+00:00,161.18166509446314,105.93928220023199,164.12486076117736,110.65293481415486
ibm_brisbane,8,2025-01-22 18:00:00+00:00,122.19334906115077,49.58180562304753,122.62633796239915,48.38625952265245
ibm_brisbane,8,2025-01-22 18:00:00+00:00,113.26960370877225,85.24419224116546,114.48123065105953,83.22442472136103
ibm_brisbane,8,2025-01-22 18:00:00+00:00,119.59134879035558,66.06836506626006,121.6598643494813,66.36351630178712
ibm_kyoto,8,2025-01-22 18:00:00+00:00,145.64356521429346,68.8583274054038,147.55537546587016,65.58044530081905
ibm_kyoto,8,2025-01-22 18:00:00+00:00,132.5680812696425,87.99347155978235,140.8331654249968,88.5995105143364
ibm_kyoto,8,2025-01-22 18:00:00+00:00,149.04086338186744,81.42284840351982,155.28654073732213,84.29116402743408
ibm_osaka,8,2025-01-22 18:00:00+00:00,121.18893142636564,86.2815498260406,114.53461934147815,95.27469404362627
ibm_osaka,8,2025-01-22 18:00:00+00:00,127.10679982455322,66.31287092647773,126.47226310869671,74.80359729264295
ibm_osaka,8,2025-01-22 18:00:00+00:00,117.5371448838605,83.65574482631317,119.57433587509695,76.63785874702164
ibm_brisbane,9,2025-01-23 08:00:00+00:00,171.39220123182992,71.86853582833494,180.89160872102357,72.264187126845
ibm_brisbane,9,2025-01-23 08:00:00+00:00,205.89342101239555,72.8834029330777,205.25127318953676,79.60359065620928
ibm_brisbane,9,2025-01-23 08:00:00+00:00,173.1319834470684,59.56933890350962,180.48062767770426,55.18565245320956
ibm_kyoto,9,2025-01-23 08:00:00+00:00,206.0021430424566,91.13168045713041,196.56100335930208,98.7892581466426
ibm_kyoto,9,2025-01-23 08:00:00+00:00,241.80817864608642,82.96712920784893,249.22017751380739,79.97131882844965
ibm_kyoto,9,2025-01-23 08:00:00+00:00,212.75917600819946,89.07162364428484,219.63758264716182,91.3247125693108
ibm_osaka,9,2025-01-23 08:00:00+00:00,220.3877222663286,89.88998381032084,214.60330819714002,98.06329330013222
ibm_osaka,9,2025-01-23 08:00:00+00:00,207.6277181762298,63.121700669022964,203.13482559330686,69.30291401024579
ibm_osaka,9,2025-01-23 08:00:00+00:00,206.76939475913906,77.66960954548892,199.89909402972435,77.29694122975494
ibm_brisbane,9,2025-01-23 13:00:00+00:00,160.14156090937547,59.97670765702038,163.7485468311721,63.817610979686776
ibm_brisbane,9,2025-01-23 13:00:00+00:00,149.56110718755255,105.17606302004539,153.02215259711744,99.49750069425859
ibm_brisbane,9,2025-01-23 13:00:00+00:00,147.2139533680192,92.14187346382298,147.45744620386108,99.02513632317603
ibm_kyoto,9,2025-01-23 13:00:00+00:00,156.64095081587726,97.79942062234169,163.91458921463496,99.66054524977106
ibm_kyoto,9,2025-01-23 13:00:00+00:00,171.04586801585657,136.83669441268526,172.37153952422824,132.59559534173653
ibm_kyoto,9,2025-01-23 13:00:00+00:00,184.62469343894634,91.2877752386364,184.63878554203342,93.38722096565495
ibm_osaka,9,2025-01-23 13:00:00+00:00,145.2381391619329,106.04272856057594,153.2417474779102,102.3740742226405
ibm_osaka,9,2025-01-23 13:00:00+00:00,139.0983780785762,80.49697548472753,134.87372170716532,77.59098965652477
