workload,seed,method,selected_mitigation,shot_multiplier,residual_error_multiplier,utility,utility_p10,service_violation,quality_loss,delay_s
qaoa,101,sequential,0,2.0,0.75,-0.39462979064973713,-0.41494167322860187,0.1,0.0,0.6324147614238481
qaoa,101,joint_mf,0,2.0,0.75,-0.011363915090350087,-0.029240644841088237,0.0,0.010593463179069593,0.006224063050467521
qaoa,101,capo_chance,1,2.0,0.75,-0.01149430440360246,-0.02937820521907316,0.0,0.010593463179069593,0.00702837499557063
qaoa_channel,100,sequential,1,2.0,0.75,-0.5962528246415713,-2.2674101372262627,0.2,0.0,1.3776399110536017
qaoa_channel,100,joint_mf,1,2.0,0.75,-0.0008259489558516617,-0.0009620873061200361,0.0,0.0,0.006619833467993885
qaoa_channel,100,capo_chance,1,2.0,0.75,-0.001252330940191054,-0.0016751497895368154,0.0,0.0,0.009980188042391092
qaoa_channel,101,sequential,0,2.0,0.75,-0.39462979064973713,-0.41494167322860187,0.1,0.0,0.6324147614238481
qaoa_channel,101,joint_mf,0,2.0,0.75,-0.003583917504998359,-0.013522366134118424,0.0,0.0026133532690555774,0.007566457963548601
qaoa_channel,101,capo_chance,1,2.0,0.75,-0.003661986041249599,-0.013627594575020777,0.0,0.0026133532690555774,0.008536770881619304
qaoa_place,100,sequential,1,2.0,0.75,-0.6475864494954595,-2.2674101372262627,0.2,0.05133362485388822,1.3776399110536017
qaoa_place,100,joint_mf,1,2.0,0.75,-0.04298717033614472,-0.14176514348398564,0.0,0.027210569223897096,0.10404529906220261
qaoa_place,100,capo_chance,0,2.0,0.75,-0.027982159545632306,-0.03511629093418556,0.0,0.01224436593758563,0.10402072306220263
qaoa_place,101,sequential,0,2.0,0.75,-0.409112033211653,-0.42942391579051775,0.1,0.014482242561915826,0.6324147614238481
qaoa_place,101,joint_mf,0,2.0,0.75,-0.015262329707424138,-0.026989782069899035,0.0,0.014404078244829255,0.007002790458500385
qaoa_place,101,capo_chance,1,2.0,0.75,-0.024895146154308812,-0.03493916427683129,0.0,0.012419148840062049,0.06280441471859319
vqc,100,sequential,0,2.0,0.75,-0.15133600542211142,-0.15815235882022907,0.0,0.14750000000000002,0.04897176306220261
vqc,100,joint_mf,0,2.0,0.75,-0.12631480967085298,-0.12632739779504734,0.0,0.12625,0.0005120000000000001
vqc,100,capo_chance,1,2.0,0.75,-0.12894442901255893,-0.13767267411941975,0.0,0.12874999999999998,0.0015359999999999998
vqc,101,sequential,0,2.0,0.75,-0.23378945383804467,-0.2462795483634365,0.0,0.22999999999999998,0.047780990718593194
vqc,101,joint_mf,0,2.0,0.75,-0.252538242722297,-0.26232854441542536,0.0,0.24874999999999997,0.047780222718593196
vqc,101,capo_chance,0,2.0,0.75,-0.24878884828017087,-0.2559361683126741,0.0,0.24500000000000002,0.0477806067185932
vqc_cancer,100,sequential,0,2.0,0.75,-0.10383752134024431,-0.11652767784138668,0.0,0.1,0.04897272306220261
vqc_cancer,100,joint_mf,0,2.0,0.75,-0.12008572118746157,-0.13609502407774768,0.0,0.11625000000000003,0.0489715830622026
vqc_cancer,100,capo_chance,0,2.0,0.75,-0.12625202530221416,-0.13750244237522297,0.0,0.12625,1.6000000000000003e-05
vqc_cancer,101,sequential,0,2.0,0.75,-0.051288848280170864,-0.061809510837291984,0.0,0.04750000000000002,0.0477806067185932
vqc_cancer,101,joint_mf,1,2.0,0.75,-0.06128854550123396,-0.0678296328971995,0.0,0.057500000000000016,0.04778041471859319
vqc_cancer,101,capo_chance,0,2.0,0.75,-0.06262447362972663,-0.06265439178893918,0.0,0.0625,0.0010000000000000002
qaoa,100,sequential,0,3.0,0.25,-2.1702560836912888,-5.493077219965511,0.4,0.008612524879121541,1.4800399110536016
qaoa,100,joint_mf,1,3.0,0.25,-3.1100937297099263,-5.164479923592151,0.6,0.09431712859767867,0.10404529906220261
qaoa,100,capo_chance,1,3.0,0.25,-0.03859618429516355,-0.04711090501895445,0.0,0.0,0.30491199999999996
qaoa,101,sequential,0,3.0,0.25,-0.39462979064973713,-0.41494167322860187,0.1,0.0,0.6324147614238481
qaoa,101,joint_mf,0,3.0,0.25,-0.01129703789049087,-0.029144929697097102,0.0,0.010593463179069593,0.005594394984655082
qaoa,101,capo_chance,1,3.0,0.25,-0.011268296026098931,-0.029088136660765027,0.0,0.010593463179069593,0.0054373948951251805
qaoa_channel,100,sequential,1,3.0,0.25,-0.6289481917268691,-2.2997134323144315,0.2,0.0,1.4288399110536019
qaoa_channel,100,joint_mf,1,3.0,0.25,-0.0007642455298097896,-0.0009003572278696467,0.0,0.0,0.006153979571536183
qaoa_channel,100,capo_chance,1,3.0,0.25,-0.0008025542314192404,-0.0010092966296536758,0.0,0.0,0.006303354632109404
qaoa_channel,101,sequential,0,3.0,0.25,-0.39462979064973713,-0.41494167322860187,0.1,0.0,0.6324147614238481
qaoa_channel,101,joint_mf,0,3.0,0.25,-0.003302854344162271,-0.013433498961129615,0.0,0.0026133532690555774,0.0055267500574700534
qaoa_channel,101,capo_chance,1,3.0,0.25,-0.0033131552602587494,-0.01346154178677599,0.0,0.0026133532690555774,0.0056011665728874505
qaoa_place,100,sequential,1,3.0,0.25,-0.6802818165807574,-2.2997134323144315,0.2,0.05133362485388822,1.4288399110536019
qaoa_place,100,joint_mf,1,3.0,0.25,-0.04298717033614472,-0.14176514348398564,0.0,0.027210569223897096,0.10404529906220261
qaoa_place,100,capo_chance,0,3.0,0.25,-0.027982159545632306,-0.03511629093418556,0.0,0.01224436593758563,0.10402072306220263
qaoa_place,101,sequential,0,3.0,0.25,-0.409112033211653,-0.42942391579051775,0.1,0.014482242561915826,0.6324147614238481
qaoa_place,101,joint_mf,0,3.0,0.25,-0.015086033955650594,-0.02693237262382277,0.0,0.014404078244829255,0.005624062963761389
qaoa_place,101,capo_chance,1,3.0,0.25,-0.024895146154308812,-0.03493916427683129,0.0,0.012419148840062049,0.06280441471859319
vqc,100,sequential,0,3.0,0.25,-0.15133600542211142,-0.15815235882022907,0.0,0.14750000000000002,0.04897176306220261
vqc,100,joint_mf,0,3.0,0.25,-0.12631480967085298,-0.12632739779504734,0.0,0.12625,0.0005120000000000001
vqc,100,capo_chance,1,3.0,0.25,-0.12769442901255895,-0.13767267411941975,0.0,0.1275,0.0015359999999999998
vqc,101,sequential,0,3.0,0.25,-0.23378945383804467,-0.2462795483634365,0.0,0.22999999999999998,0.047780990718593194
vqc,101,joint_mf,0,3.0,0.25,-0.252538242722297,-0.26232854441542536,0.0,0.24874999999999997,0.047780222718593196
vqc,101,capo_chance,0,3.0,0.25,-0.24878884828017087,-0.2559361683126741,0.0,0.24500000000000002,0.0477806067185932
vqc_cancer,100,sequential,0,3.0,0.25,-0.10383752134024431,-0.11652767784138668,0.0,0.1,0.04897272306220261
vqc_cancer,100,joint_mf,0,3.0,0.25,-0.12008572118746157,-0.13609502407774768,0.0,0.11625000000000003,0.0489715830622026
vqc_cancer,100,capo_chance,0,3.0,0.25,-0.12625202530221416,-0.13750244237522297,0.0,0.12625,1.6000000000000003e-05
vqc_cancer,101,sequential,0,3.0,0.25,-0.051288848280170864,-0.061809510837291984,0.0,0.04750000000000002,0.0477806067185932
vqc_cancer,101,joint_mf,1,3.0,0.25,-0.06003854550123396,-0.0678296328971995,0.0,0.05625000000000002,0.04778041471859319
vqc_cancer,101,capo_chance,0,3.0,0.25,-0.06262447362972663,-0.06265439178893918,0.0,0.0625,0.0010000000000000002
qaoa,100,sequential,0,3.0,0.5,-2.1702560836912888,-5.493077219965511,0.4,0.008612524879121541,1.4800399110536016
qaoa,100,joint_mf,1,3.0,0.5,-3.1100937297099263,-5.164479923592151,0.6,0.09431712859767867,0.10404529906220261
qaoa,100,capo_chance,1,3.0,0.5,-0.03859618429516355,-0.04711090501895445,0.0,0.0,0.30491199999999996
qaoa,101,sequential,0,3.0,0.5,-0.39462979064973713,-0.41494167322860187,0.1,0.0,0.6324147614238481
qaoa,101,joint_mf,0,3.0,0.5,-0.011220305880319536,-0.029055292149732185,0.0,0.010593463179069593,0.005038021015934646
qaoa,101,capo_chance,1,3.0,0.5,-0.011229791466741329,-0.029098546801753528,0.0,0.010593463179069593,0.005095978965982795
qaoa_channel,100,sequential,1,3.0,0.5,-0.6289481917268691,-2.2997134323144315,0.2,0.0,1.4288399110536019
qaoa_channel,100,joint_mf,1,3.0,0.5,-0.0006943525062737307,-0.0008231490636308669,0.0,0.0,0.0055022090673446655
qaoa_channel,100,capo_chance,1,3.0,0.5,-0.0006978103200861458,-0.0008606076646204241,0.0,0.0,0.005540749931242317
qaoa_channel,101,sequential,0,3.0,0.5,-0.39462979064973713,-0.41494167322860187,0.1,0.0,0.6324147614238481
qaoa_channel,101,joint_mf,0,3.0,0.5,-0.003301236835455494,-0.013508234193699592,0.0,0.0026133532690555774,0.005585979495663196
qaoa_channel,101,capo_chance,1,3.0,0.5,-0.0033439971362077604,-0.013446246448948134,0.0,0.0026133532690555774,0.005836708412971348
qaoa_place,100,sequential,1,3.0,0.5,-0.6802818165807574,-2.2997134323144315,0.2,0.05133362485388822,1.4288399110536019
qaoa_place,100,joint_mf,1,3.0,0.5,-0.04298717033614472,-0.14176514348398564,0.0,0.027210569223897096,0.10404529906220261
qaoa_place,100,capo_chance,0,3.0,0.5,-0.027982159545632306,-0.03511629093418556,0.0,0.01224436593758563,0.10402072306220263
qaoa_place,101,sequential,0,3.0,0.5,-0.409112033211653,-0.42942391579051775,0.1,0.014482242561915826,0.6324147614238481
qaoa_place,101,joint_mf,0,3.0,0.5,-0.01505473238106562,-0.02691074793373023,0.0,0.014404078244829255,0.005210145900491625
qaoa_place,101,capo_chance,1,3.0,0.5,-0.024895146154308812,-0.03493916427683129,0.0,0.012419148840062049,0.06280441471859319
vqc,100,sequential,0,3.0,0.5,-0.15133600542211142,-0.15815235882022907,0.0,0.14750000000000002,0.04897176306220261
vqc,100,joint_mf,0,3.0,0.5,-0.12631480967085298,-0.12632739779504734,0.0,0.12625,0.0005120000000000001
vqc,100,capo_chance,1,3.0,0.5,-0.12769442901255895,-0.13767267411941975,0.0,0.1275,0.0015359999999999998
vqc,101,sequential,0,3.0,0.5,-0.23378945383804467,-0.2462795483634365,0.0,0.22999999999999998,0.047780990718593194
vqc,101,joint_mf,0,3.0,0.5,-0.252538242722297,-0.26232854441542536,0.0,0.24874999999999997,0.047780222718593196
vqc,101,capo_chance,0,3.0,0.5,-0.24878884828017087,-0.2559361683126741,0.0,0.24500000000000002,0.0477806067185932
vqc_cancer,100,sequential,0,3.0,0.5,-0.10383752134024431,-0.11652767784138668,0.0,0.1,0.04897272306220261
vqc_cancer,100,joint_mf,0,3.0,0.5,-0.12008572118746157,-0.13609502407774768,0.0,0.11625000000000003,0.0489715830622026
vqc_cancer,100,capo_chance,0,3.0,0.5,-0.12625202530221416,-0.13750244237522297,0.0,0.12625,1.6000000000000003e-05
vqc_cancer,101,sequential,0,3.0,0.5,-0.051288848280170864,-0.061809510837291984,0.0,0.04750000000000002,0.0477806067185932
vqc_cancer,101,joint_mf,1,3.0,0.5,-0.06003854550123396,-0.0678296328971995,0.0,0.05625000000000002,0.04778041471859319
vqc_cancer,101,capo_chance,0,3.0,0.5,-0.06262447362972663,-0.06265439178893918,0.0,0.0625,0.0010000000000000002
qaoa,100,sequential,0,3.0,0.75,-2.1702560836912888,-5.493077219965511,0.4,0.008612524879121541,1.4800399110536016
qaoa,100,joint_mf,1,3.0,0.75,-3.1100937297099263,-5.164479923592151,0.6,0.09431712859767867,0.10404529906220261
qaoa,100,capo_chance,1,3.0,0.75,-0.03859618429516355,-0.04711090501895445,0.0,0.0,0.30491199999999996
qaoa,101,sequential,0,3.0,0.75,-0.39462979064973713,-0.41494167322860187,0.1,0.0,0.6324147614238481
qaoa,101,joint_mf,0,3.0,0.75,-0.01123320757491562,-0.029083967266912387,0.0,0.010593463179069593,0.005126625997945666
qaoa,101,capo_chance,1,3.0,0.75,-0.01125441606135891,-0.02904415971936086,0.0,0.010593463179069593,0.005265061394311488
qaoa_channel,100,sequential,1,3.0,0.75,-0.6289481917268691,-2.2997134323144315,0.2,0.0,1.4288399110536019
qaoa_channel,100,joint_mf,1,3.0,0.75,-0.0006756128554340701,-0.0007921275942999232,0.0,0.0,0.005359354545362294
qaoa_channel,100,capo_chance,1,3.0,0.75,-0.0006958667701709359,-0.0008257987658694374,0.0,0.0,0.005490207928232849
qaoa_channel,101,sequential,0,3.0,0.75,-0.39462979064973713,-0.41494167322860187,0.1,0.0,0.6324147614238481
qaoa_channel,101,joint_mf,0,3.0,0.75,-0.0032946367473230187,-0.01342586139172045,0.0,0.0026133532690555774,0.00543714634841308
qaoa_channel,101,capo_chance,1,3.0,0.75,-0.0032919171011693733,-0.013431681283961978,0.0,0.0026133532690555774,0.005448583513498306
qaoa_place,100,sequential,1,3.0,0.75,-0.6802818165807574,-2.2997134323144315,0.2,0.05133362485388822,1.4288399110536019
qaoa_place,100,joint_mf,1,3.0,0.75,-0.04298717033614472,-0.14176514348398564,0.0,0.027210569223897096,0.10404529906220261
qaoa_place,100,capo_chance,0,3.0,0.75,-0.027982159545632306,-0.03511629093418556,0.0,0.01224436593758563,0.10402072306220263
qaoa_place,101,sequential,0,3.0,0.75,-0.409112033211653,-0.42942391579051775,0.1,0.014482242561915826,0.6324147614238481
qaoa_place,101,joint_mf,0,3.0,0.75,-0.015066054622533303,-0.026953810155613614,0.0,0.014404078244829255,0.005305895989295095
qaoa_place,101,capo_chance,1,3.0,0.75,-0.024895146154308812,-0.03493916427683129,0.0,0.012419148840062049,0.06280441471859319
vqc,100,sequential,0,3.0,0.75,-0.15133600542211142,-0.15815235882022907,0.0,0.14750000000000002,0.04897176306220261
vqc,100,joint_mf,0,3.0,0.75,-0.12631480967085298,-0.12632739779504734,0.0,0.12625,0.0005120000000000001
vqc,100,capo_chance,1,3.0,0.75,-0.12769442901255895,-0.13767267411941975,0.0,0.1275,0.0015359999999999998
vqc,101,sequential,0,3.0,0.75,-0.23378945383804467,-0.2462795483634365,0.0,0.22999999999999998,0.047780990718593194
vqc,101,joint_mf,0,3.0,0.75,-0.252538242722297,-0.26232854441542536,0.0,0.24874999999999997,0.047780222718593196
vqc,101,capo_chance,0,3.0,0.75,-0.24878884828017087,-0.2559361683126741,0.0,0.24500000000000002,0.0477806067185932
vqc_cancer,100,sequential,0,3.0,0.75,-0.10383752134024431,-0.11652767784138668,0.0,0.1,0.04897272306220261
vqc_cancer,100,joint_mf,0,3.0,0.75,-0.12008572118746157,-0.13609502407774768,0.0,0.11625000000000003,0.0489715830622026
vqc_cancer,100,capo_chance,0,3.0,0.75,-0.12625202530221416,-0.13750244237522297,0.0,0.12625,1.6000000000000003e-05
vqc_cancer,101,sequential,0,3.0,0.75,-0.051288848280170864,-0.061809510837291984,0.0,0.04750000000000002,0.0477806067185932
vqc_cancer,101,joint_mf,1,3.0,0.75,-0.06003854550123396,-0.0678296328971995,0.0,0.05625000000000002,0.04778041471859319
vqc_cancer,101,capo_chance,0,3.0,0.75,-0.06262447362972663,-0.06265439178893918,0.0,0.0625,0.0010000000000000002
qaoa,100,sequential,0,5.0,0.25,-2.1702560836912888,-5.493077219965511,0.4,0.008612524879121541,1.4800399110536016
qaoa,100,joint_mf,1,5.0,0.25,-3.1100937297099263,-5.164479923592151,0.6,0.09431712859767867,0.10404529906220261
qaoa,100,capo_chance,1,5.0,0.25,-0.03859618429516355,-0.04711090501895445,0.0,0.0,0.30491199999999996
qaoa,101,sequential,0,5.0,0.25,-0.39462979064973713,-0.41494167322860187,0.1,0.0,0.6324147614238481
qaoa,101,joint_mf,0,5.0,0.25,-0.01122393746480767,-0.02904203987103876,0.0,0.010593463179069593,0.005089228390716016
qaoa,101,capo_chance,1,5.0,0.25,-0.011229916440447355,-0.029063875124152014,0.0,0.010593463179069593,0.005108687037136406
qaoa_channel,100,sequential,1,5.0,0.25,-0.6943389258974652,-2.36432002249077,0.2,0.0,1.5312399110536017
qaoa_channel,100,joint_mf,1,5.0,0.25,-0.0007037347466590934,-0.0008631999367793043,0.0,0.0,0.005556770949624479
qaoa_channel,100,capo_chance,1,5.0,0.25,-0.0006806470377139419,-0.0008224686166578052,0.0,0.0,0.00538385339314118
qaoa_channel,101,sequential,0,5.0,0.25,-0.39462979064973713,-0.41494167322860187,0.1,0.0,0.6324147614238481
qaoa_channel,101,joint_mf,0,5.0,0.25,-0.003292182486933666,-0.01343577277226611,0.0,0.0026133532690555774,0.005448396026622504
qaoa_channel,101,capo_chance,1,5.0,0.25,-0.003293658362385677,-0.013436582425817516,0.0,0.0026133532690555774,0.005465395573992282
qaoa_place,100,sequential,1,5.0,0.25,-0.7456725507513534,-2.36432002249077,0.2,0.05133362485388822,1.5312399110536017
qaoa_place,100,joint_mf,1,5.0,0.25,-0.04298717033614472,-0.14176514348398564,0.0,0.027210569223897096,0.10404529906220261
qaoa_place,100,capo_chance,0,5.0,0.25,-0.027982159545632306,-0.03511629093418556,0.0,0.01224436593758563,0.10402072306220263
qaoa_place,101,sequential,0,5.0,0.25,-0.409112033211653,-0.42942391579051775,0.1,0.014482242561915826,0.6324147614238481
qaoa_place,101,joint_mf,0,5.0,0.25,-0.015034921230604178,-0.026900473805322837,0.0,0.014404078244829255,0.005068916478194296
qaoa_place,101,capo_chance,1,5.0,0.25,-0.024895146154308812,-0.03493916427683129,0.0,0.012419148840062049,0.06280441471859319
vqc,100,sequential,0,5.0,0.25,-0.15133600542211142,-0.15815235882022907,0.0,0.14750000000000002,0.04897176306220261
vqc,100,joint_mf,0,5.0,0.25,-0.12631480967085298,-0.12632739779504734,0.0,0.12625,0.0005120000000000001
vqc,100,capo_chance,1,5.0,0.25,-0.12519442901255895,-0.12648105435586815,0.0,0.125,0.0015359999999999998
vqc,101,sequential,0,5.0,0.25,-0.23378945383804467,-0.2462795483634365,0.0,0.22999999999999998,0.047780990718593194
vqc,101,joint_mf,0,5.0,0.25,-0.252538242722297,-0.26232854441542536,0.0,0.24874999999999997,0.047780222718593196
vqc,101,capo_chance,0,5.0,0.25,-0.24878884828017087,-0.2559361683126741,0.0,0.24500000000000002,0.0477806067185932
vqc_cancer,100,sequential,0,5.0,0.25,-0.10383752134024431,-0.11652767784138668,0.0,0.1,0.04897272306220261
vqc_cancer,100,joint_mf,0,5.0,0.25,-0.12008572118746157,-0.13609502407774768,0.0,0.11625000000000003,0.0489715830622026
vqc_cancer,100,capo_chance,0,5.0,0.25,-0.12625202530221416,-0.13750244237522297,0.0,0.12625,1.6000000000000003e-05
vqc_cancer,101,sequential,0,5.0,0.25,-0.051288848280170864,-0.061809510837291984,0.0,0.04750000000000002,0.0477806067185932
vqc_cancer,101,joint_mf,1,5.0,0.25,-0.05878854550123397,-0.06560020323008005,0.0,0.05500000000000003,0.04778041471859319
vqc_cancer,101,capo_chance,0,5.0,0.25,-0.06262447362972663,-0.06265439178893918,0.0,0.0625,0.0010000000000000002
qaoa,100,sequential,0,5.0,0.5,-2.1702560836912888,-5.493077219965511,0.4,0.008612524879121541,1.4800399110536016
qaoa,100,joint_mf,1,5.0,0.5,-3.1100937297099263,-5.164479923592151,0.6,0.09431712859767867,0.10404529906220261
qaoa,100,capo_chance,1,5.0,0.5,-0.03859618429516355,-0.04711090501895445,0.0,0.0,0.30491199999999996
qaoa,101,sequential,0,5.0,0.5,-0.39462979064973713,-0.41494167322860187,0.1,0.0,0.6324147614238481
qaoa,101,joint_mf,0,5.0,0.5,-0.0112326146041303,-0.029042870063016736,0.0,0.010593463179069593,0.005133020982611924
