experiment,workload,seed,method,fidelity,quality_loss,delay_s,deadline_miss,infeasible,energy_j,money,cost_scalar,realized_fail,utility,utility_p10
exp10,qaoa,4,joint_mf,3,0.05568648905199882,0.005074343440355733,0.0,0.0,0.040594747522845864,0.0,0.005317911925492808,0.0,-0.05627471840092747,-0.28512549172044793
exp10,qaoa,4,joint_mf,4,0.05568648905199882,0.005068040976766497,0.0,0.0,0.040544327814131975,0.0,0.005311306943651289,0.0,-0.056276361020319,-0.2850861603423339
exp10,qaoa,4,accuracy_only,3,0.015559393952587219,37.17264523906452,1.0,1.0,563.84,0.49151999999999996,65.13168523906452,0.2,-38.01468329893076,-39.31691312528076
exp10,qaoa,4,accuracy_only,4,0.002189102908080245,37.171855281275676,1.0,1.0,563.84,0.49151999999999996,65.13089528127568,0.25,-37.558000190316584,-38.7317877172831
exp10,qaoa,4,hand_designed,3,0.0021245199191804688,6.753801817855695,1.0,0.7,220.48000000000002,0.061439999999999995,11.148681817855692,0.1,-10.375721705821086,-12.142799879741418
exp10,qaoa,4,hand_designed,4,0.0063735597575414055,6.6672152438562025,0.9,0.75,220.48000000000002,0.061439999999999995,11.062095243856202,0.05,-10.407003154107139,-12.045066576061641
exp10,qaoa,4,always_simulator,3,0.0016418271810601838,3.982159999999999,0.9,0.0,31.857279999999992,0.0,4.173303680000001,0.0,-2.2209886152829768,-2.5669950695507224
exp10,qaoa,4,always_simulator,4,0.0016418271810601838,3.982159999999999,0.9,0.0,31.857279999999992,0.0,4.173303680000001,0.0,-2.2209886152829768,-2.5669950695507224
exp10,qaoa,4,classical_only,3,0.05568648905199882,0.005276844167383388,0.0,0.0,0.0422147533390671,0.0,0.005530132687417791,0.0,-0.05629997230523863,-0.2851098603295142
exp10,qaoa,4,classical_only,4,0.05568648905199882,0.0052587082027457654,0.0,0.0,0.042069665621966124,0.0,0.005511126196477562,0.0,-0.05629628651905115,-0.2851027446674189
exp10,qaoa,4,oracle_placement,3,0.05568648905199882,0.005128290998982266,0.0,0.0,0.041026327991858125,0.0,0.005374448966933414,0.0,-0.05628191258674966,-0.28508669461482394
exp10,qaoa,4,oracle_placement,4,0.05568648905199882,0.005133562721312046,0.0,0.0,0.04106850177049637,0.0,0.0053799737319350244,0.0,-0.05628228282415848,-0.2850982088210943
exp10,qaoa,5,random,3,0.0,0.24660800000000002,0.05,0.0,1.9728640000000002,0.0,0.25844518400000005,0.0,-0.12491744148830182,-0.03854034371901456
exp10,qaoa,5,random,4,0.0,0.24660800000000002,0.05,0.0,1.9728640000000002,0.0,0.25844518400000005,0.0,-0.12491744148830182,-0.03854034371901456
exp10,qaoa,5,sequential,3,0.0728566423596886,0.043395465037610895,0.0,0.45,1.2684320000000002,5.073728e-08,0.051008593901610874,0.0,-2.332759916292907,-5.1228869531617525
exp10,qaoa,5,sequential,4,0.0728566423596886,0.043395465037610895,0.0,0.45,1.2684320000000002,5.073728e-08,0.051008593901610874,0.0,-2.332759916292907,-5.1228869531617525
exp10,qaoa,5,joint_bo,3,0.0,0.046048332022211626,0.0,0.0,1.2622880000000003,5.049152e-08,0.053624584598211636,0.0,-0.009924007988799565,-0.011400163980111776
exp10,qaoa,5,joint_bo,4,0.0,0.046048332022211626,0.0,0.0,1.2622880000000003,5.049152e-08,0.053624584598211636,0.0,-0.009924007988799565,-0.011400163980111776
exp10,qaoa,5,joint_mf,3,0.0,0.08607290802221164,0.0,0.0,1.2684320000000002,5.073728e-08,0.09368603688621162,0.0,-0.012083815243921903,-0.015710525215184196
exp10,qaoa,5,joint_mf,4,0.0,0.08607290802221164,0.0,0.0,1.2684320000000002,5.073728e-08,0.09368603688621162,0.0,-0.012083815243921903,-0.015710525215184196
exp10,qaoa,5,accuracy_only,3,0.003099370989175107,1.491134507972336,0.35,0.05,50.73728000000001,2.029491200000001e-06,1.795659662532336,0.1,-1.3496555296233903,-2.4829627582052467
exp10,qaoa,5,accuracy_only,4,0.003099370989175107,1.4911439771655095,0.35,0.05,50.73728000000001,2.029491200000001e-06,1.7956691317255096,0.1,-1.3496560440051968,-2.4829813926578366
exp10,qaoa,5,hand_designed,3,0.014255320790185298,11.950951410302933,0.95,0.8,220.48000000000002,0.061439999999999995,16.34583141030293,0.05,-11.225859149169482,-12.560450834467384
exp10,qaoa,5,hand_designed,4,0.009298112967525321,10.774018382509905,1.0,0.8,220.48000000000002,0.061439999999999995,15.168898382509905,0.05,-11.04057403667804,-12.304825281143042
exp10,qaoa,5,always_simulator,3,0.003099370989175107,3.982159999999999,0.85,0.0,31.857279999999992,0.0,4.173303680000001,0.0,-2.170089907651402,-2.569161759399848
exp10,qaoa,5,always_simulator,4,0.003099370989175107,3.982159999999999,0.85,0.0,31.857279999999992,0.0,4.173303680000001,0.0,-2.170089907651402,-2.569161759399848
exp10,qaoa,5,classical_only,3,0.04598828716567185,0.005481218366185203,0.0,0.3,0.043849746929481626,0.0,0.005744316847762093,0.0,-1.5466213378315221,-5.10077218299201
exp10,qaoa,5,classical_only,4,0.04598828716567185,0.005341686948668212,0.0,0.3,0.042733495589345694,0.0,0.005598087922204287,0.0,-1.546607791538018,-5.100776018271473
exp10,qaoa,5,oracle_placement,3,0.0,0.046048332022211626,0.0,0.0,1.2622880000000003,5.049152e-08,0.053624584598211636,0.0,-0.009924007988799565,-0.011400163980111776
exp10,qaoa,5,oracle_placement,4,0.0,0.046048332022211626,0.0,0.0,1.2622880000000003,5.049152e-08,0.053624584598211636,0.0,-0.009924007988799565,-0.011400163980111776
exp10,vqc,0,random,3,0.371875,0.09704416368158893,0.0,0.0,0.00019199999999999998,7.68e-12,0.09704531606558893,0.05,-0.3781674603725415,-0.39330388929524496
exp10,vqc,0,random,4,0.371875,0.09704416368158893,0.0,0.0,0.00019199999999999998,7.68e-12,0.09704531606558893,0.05,-0.3781674603725415,-0.39330388929524496
exp10,vqc,0,sequential,3,0.18124999999999997,0.0007679999999999999,0.0,0.0,0.006143999999999999,0.0,0.0008048640000000001,0.0,-0.18132958627599427,-0.20006590417066988
exp10,vqc,0,sequential,4,0.18124999999999997,0.0007679999999999999,0.0,0.0,0.006143999999999999,0.0,0.0008048640000000001,0.0,-0.18132958627599427,-0.20006590417066988
exp10,vqc,0,joint_bo,3,0.21125,0.046282067010505676,0.0,0.0,2.3999999999999997e-05,9.6e-13,0.046282211058505676,0.0,-0.21382494057872742,-0.24212894222553594
exp10,vqc,0,joint_bo,4,0.21125,0.046282067010505676,0.0,0.0,2.3999999999999997e-05,9.6e-13,0.046282211058505676,0.0,-0.21382494057872742,-0.24212894222553594
exp10,vqc,0,joint_mf,3,0.20812499999999998,0.04628203501050567,0.0,0.0,1.6000000000000003e-05,6.400000000000002e-13,0.04628213104250567,0.0,-0.21069989078263252,-0.22817719846928722
exp10,vqc,0,joint_mf,4,0.20812499999999998,0.04628203501050567,0.0,0.0,1.6000000000000003e-05,6.400000000000002e-13,0.04628213104250567,0.0,-0.21069989078263252,-0.22817719846928722
exp10,vqc,0,accuracy_only,3,0.3875,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.38759764523778273,-0.3876467940384664
exp10,vqc,0,accuracy_only,4,0.3875,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.38759764523778273,-0.3876467940384664
exp10,vqc,0,hand_designed,3,0.22062500000000002,0.22645625342098902,0.0,0.0,5.5120000000000005,0.0015359999999999998,0.33632825342098904,0.0,-0.3429220472030769,-0.3553273974172557
exp10,vqc,0,hand_designed,4,0.20687499999999998,0.22725238462877498,0.0,0.0,5.5120000000000005,0.0015359999999999998,0.337124384628775,0.0,-0.33418858586736255,-0.3529958587646736
exp10,vqc,0,always_simulator,3,0.21187499999999998,0.00025600000000000004,0.0,0.0,0.0020480000000000003,0.0,0.00026828800000000004,0.0,-0.21190152875866475,-0.22502962707088695
exp10,vqc,0,always_simulator,4,0.21187499999999998,0.00025600000000000004,0.0,0.0,0.0020480000000000003,0.0,0.00026828800000000004,0.0,-0.21190152875866475,-0.22502962707088695
exp10,vqc,0,classical_only,3,0.3875,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.38759764523778273,-0.3876467940384664
exp10,vqc,0,classical_only,4,0.3875,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.38759764523778273,-0.3876467940384664
exp10,vqc,0,oracle_placement,3,0.21125,0.00038399999999999996,0.0,0.0,0.0030719999999999996,0.0,0.00040243200000000004,0.0,-0.21128979313799717,-0.23878835449790764
exp10,vqc,0,oracle_placement,4,0.21125,0.00038399999999999996,0.0,0.0,0.0030719999999999996,0.0,0.00040243200000000004,0.0,-0.21128979313799717,-0.23878835449790764
exp10,vqc,1,random,3,0.11562500000000005,0.0015359999999999998,0.0,0.0,0.012287999999999999,0.0,0.0016097280000000002,0.0,-0.11579410447110797,-0.12522801006029807
exp10,vqc,1,random,4,0.11562500000000005,0.0015359999999999998,0.0,0.0,0.012287999999999999,0.0,0.0016097280000000002,0.0,-0.11579410447110797,-0.12522801006029807
exp10,vqc,1,sequential,3,0.12062499999999998,0.0007679999999999999,0.0,0.0,0.006143999999999999,0.0,0.0008048640000000001,0.0,-0.12070955223555398,-0.13887361116984587
exp10,vqc,1,sequential,4,0.12062499999999998,0.0007679999999999999,0.0,0.0,0.006143999999999999,0.0,0.0008048640000000001,0.0,-0.12070955223555398,-0.13887361116984587
exp10,vqc,1,joint_bo,3,0.12125,0.02305823797498538,0.0,0.0,9.599999999999999e-05,3.84e-12,0.023058814166985377,0.0,-0.12267033499937711,-0.12947485173373266
exp10,vqc,1,joint_bo,4,0.12125,0.02305823797498538,0.0,0.0,9.599999999999999e-05,3.84e-12,0.023058814166985377,0.0,-0.12267033499937711,-0.12947485173373266
exp10,vqc,1,joint_mf,3,0.1375,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1376241591280894,-0.1376606045089182
exp10,vqc,1,joint_mf,4,0.1375,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1376241591280894,-0.1376606045089182
exp10,vqc,1,accuracy_only,3,0.1375,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1376241591280894,-0.1376606045089182
exp10,vqc,1,accuracy_only,4,0.1375,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1376241591280894,-0.1376606045089182
exp10,vqc,1,hand_designed,3,0.24749999999999997,0.2220614753184628,0.05,0.0,5.5120000000000005,0.0015359999999999998,0.3319334753184628,0.0,-0.47293989621066135,-0.3892122435400278
exp10,vqc,1,hand_designed,4,0.23874999999999996,0.20400446224436797,0.0,0.0,5.5120000000000005,0.0015359999999999998,0.31387646224436805,0.0,-0.3612682581609609,-0.3862238261699403
exp10,vqc,1,always_simulator,3,0.25437499999999996,0.00025600000000000004,0.0,0.0,0.0020480000000000003,0.0,0.00026828800000000004,0.0,-0.25440460053212416,-0.26252927043144475
exp10,vqc,1,always_simulator,4,0.25437499999999996,0.00025600000000000004,0.0,0.0,0.0020480000000000003,0.0,0.00026828800000000004,0.0,-0.25440460053212416,-0.26252927043144475
exp10,vqc,1,classical_only,3,0.1375,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1376241591280894,-0.1376606045089182
exp10,vqc,1,classical_only,4,0.1375,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1376241591280894,-0.1376606045089182
exp10,vqc,1,oracle_placement,3,0.12125,0.0015359999999999998,0.0,0.0,0.012287999999999999,0.0,0.0016097280000000002,0.0,-0.12141910447110793,-0.1264913180727636
exp10,vqc,1,oracle_placement,4,0.12125,0.0015359999999999998,0.0,0.0,0.012287999999999999,0.0,0.0016097280000000002,0.0,-0.12141910447110793,-0.1264913180727636
exp10,vqc,2,random,3,0.15,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1501120781442339,-0.15013862396430436
exp10,vqc,2,random,4,0.15,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1501120781442339,-0.15013862396430436
exp10,vqc,2,sequential,3,0.18687499999999999,0.002304,0.0,0.0,0.018432,0.0,0.002414592,0.0,-0.18714808313394046,-0.212711607977988
exp10,vqc,2,sequential,4,0.18687499999999999,0.002304,0.0,0.0,0.018432,0.0,0.002414592,0.0,-0.18714808313394046,-0.212711607977988
exp10,vqc,2,joint_bo,3,0.24187499999999998,0.06915898503730428,0.0,0.0,5.128,0.00012800000000000002,0.10632698503730427,0.0,-0.2829353839521931,-0.3042833945332249
exp10,vqc,2,joint_bo,4,0.248125,0.07138915811461057,0.0,0.0,5.128,0.00012800000000000002,0.10855715811461057,0.0,-0.29018250305286497,-0.3083912576342432
exp10,vqc,2,joint_mf,3,0.15,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1501120781442339,-0.15013862396430436
exp10,vqc,2,joint_mf,4,0.15,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1501120781442339,-0.15013862396430436
exp10,vqc,2,accuracy_only,3,0.15,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1501120781442339,-0.15013862396430436
exp10,vqc,2,accuracy_only,4,0.15,0.0010000000000000002,0.0,0.0,0.008000000000000002,0.0,0.001048,0.0,-0.1501120781442339,-0.15013862396430436
exp10,vqc,2,hand_designed,3,0.23437499999999994,0.26635759441971324,0.0,0.0,5.5120000000000005,0.0015359999999999998,0.3762295944197132,0.05,-0.36443209195321213,-0.37212636775173324
