experiment,workload,seed,method,budget,search_cost_units,search_cost_modeled_s,search_evaluations,unique_candidates,fidelity_counts,search_wall_s,peak_rss_mb,cfg_compile_level,cfg_mitigation,cfg_opt_iters,cfg_p,cfg_placement,cfg_shots,cfg_warm_start,quality_loss,delay_s,deadline_miss,infeasible,energy_j,money,cost_scalar,realized_fail,utility,utility_p10,utility_cvar10,utility_min,service_violation,cfg_layers,cfg_lr,cfg_n_qubits,cfg_reupload,cfg_train_iters
clearaccept_confirmatory,qaoa,105,tpe,30.0,42.0,90.67752347515719,42,10,"{""2"": 42}",0.10033970896620303,182.265625,1,0,20.0,1.0,classical,512,0.0,0.022613209622772322,0.00492331781424582,0.0,0.0,0.03938654251396656,0.0,0.005159637069329619,0.0,-0.023210883207764797,-0.07539919202277359,-0.08911815200078277,-0.12933156777923643,0.0,,,,,
clearaccept_confirmatory,qaoa,105,successive_halving,30.0,44.639999999999986,4.6561543531030205,132,72,"{""0"": 72, ""1"": 24, ""2"": 36}",0.07992395793553442,182.265625,2,1,40.0,2.0,classical,512,0.0,0.022613209622772322,0.004957775803632103,0.0,0.0,0.03966220642905682,0.0,0.005195749042206444,0.0,-0.023214302362593215,-0.0754062476608467,-0.089113079461062,-0.12928477760737261,0.0,,,,,
clearaccept_confirmatory,qaoa,106,tpe,30.0,42.0,128.72521498312597,42,10,"{""2"": 42}",0.20980604190845042,182.578125,1,0,80.0,2.0,classical,128,0.0,0.07768008840982257,0.005000025994377211,0.0,0.0,0.040000207955017686,0.0,0.005240027242107316,0.0,-0.07824354199758823,-0.17301418303476937,-0.23649456745744868,-0.2889395929322019,0.0,,,,,
clearaccept_confirmatory,qaoa,106,successive_halving,30.0,44.639999999999986,10.88169450301617,132,70,"{""0"": 72, ""1"": 24, ""2"": 36}",0.055390916066244245,182.578125,0,0,40.0,3.0,remote_sim,512,1.0,0.024883571466652633,0.0921481342313365,0.0,0.0,1.268432,5.073728000000001e-08,0.09976126309533649,0.0,-0.03844062063062713,-0.12138606668324854,-0.15206428003061634,-0.18077875520326786,0.0,,,,,
clearaccept_confirmatory,qaoa,107,tpe,30.0,42.0,192.2311685085858,42,10,"{""2"": 42}",0.0776982499519363,182.8125,0,0,20.0,2.0,remote_sim,512,1.0,0.002547594995312195,0.06674220894461769,0.0,0.0,1.262288,5.049152000000001e-08,0.07431846152061769,0.025,-0.015099747394457536,-0.01591028811320263,-0.05289266194376231,-0.15999328354498796,0.025,,,,,
clearaccept_confirmatory,qaoa,107,successive_halving,30.0,44.639999999999986,9.700198295758444,132,71,"{""0"": 72, ""1"": 24, ""2"": 36}",0.06324908300302923,182.8125,1,1,80.0,3.0,classical,512,0.0,0.01110618036497837,0.0050668329786276445,0.0,0.0,0.040534663829021156,0.0,0.0053100409616017715,0.0,-0.011630171738671966,-0.04241515839184451,-0.04485331120188461,-0.04500211008030863,0.0,,,,,
clearaccept_confirmatory,qaoa,108,tpe,30.0,42.0,903.6582045082865,42,10,"{""2"": 42}",0.4631675840355456,182.84375,2,1,20.0,2.0,local_sim,128,1.0,0.11435561269947647,0.396608,0.0,0.125,3.172864,0.0,0.415645184,0.0,-0.7816906518337421,-5.452023239322242,-5.586632338932456,-5.5984687832903575,0.125,,,,,
clearaccept_confirmatory,qaoa,108,successive_halving,30.0,44.639999999999986,14.382782816278109,132,72,"{""0"": 72, ""1"": 24, ""2"": 36}",0.06508579209912568,182.859375,0,0,20.0,2.0,local_sim,2048,1.0,0.0,0.20660800000000004,0.0,0.0,1.6528640000000003,0.0,0.21652518400000004,0.0,-0.02205391158386206,-0.030737266263488036,-0.03283673694056236,-0.034499509163723255,0.0,,,,,
clearaccept_confirmatory,qaoa,109,tpe,30.0,42.0,65.62208479780168,42,10,"{""2"": 42}",0.17355312500149012,182.859375,0,1,20.0,1.0,remote_sim,512,1.0,0.0008167850630339743,0.04703812829356613,0.0,0.0,1.2561440000000001,5.024576000000001e-08,0.05457750458156614,0.0,-0.010930614693920546,-0.014399589312240993,-0.01651671293766139,-0.019749532661258867,0.0,,,,,
clearaccept_confirmatory,qaoa,109,successive_halving,30.0,44.639999999999986,1.2639841187819068,132,71,"{""0"": 72, ""1"": 24, ""2"": 36}",0.08098720805719495,182.859375,2,0,20.0,1.0,classical,128,1.0,0.0670304754899911,0.0050761404854711145,0.0,0.0,0.040609123883768916,0.0,0.005319795228773727,0.0,-0.06755250176576523,-0.197704741193066,-0.27761280492387524,-0.4325280574001774,0.0,,,,,
clearaccept_confirmatory,qaoa,110,tpe,30.0,42.0,276.8383736808971,42,10,"{""2"": 42}",0.24353987502399832,182.890625,2,1,20.0,3.0,classical,2048,1.0,0.026922662139781776,0.005371015635319054,0.0,0.15,0.04296812508255243,0.0,0.005628824385814369,0.0,-0.7775703541115597,-5.0071501665463645,-5.2060989659234576,-5.535168984611972,0.15,,,,,
clearaccept_confirmatory,qaoa,110,successive_halving,30.0,44.639999999999986,3.0793417398273952,132,72,"{""0"": 72, ""1"": 24, ""2"": 36}",0.06850516702979803,182.890625,0,1,20.0,2.0,remote_sim,2048,1.0,0.0,0.053992968202933936,0.0,0.0,1.262288,5.049152000000001e-08,0.06156922077893394,0.0,-0.011415135892824457,-0.013498215525463025,-0.01473691641394271,-0.015774179652775906,0.0,,,,,
clearaccept_confirmatory,qaoa,111,tpe,30.0,42.0,72.09474292348156,42,9,"{""2"": 42}",0.14215587498620152,182.890625,1,0,80.0,1.0,local_sim,2048,1.0,0.0,0.148304,0.0,0.0,1.186432,0.0,0.155422592,0.0,-0.016262192422552214,-0.023324565300516735,-0.023774649667747123,-0.02435671406987245,0.0,,,,,
clearaccept_confirmatory,qaoa,111,successive_halving,30.0,44.639999999999986,15.301455509832842,132,71,"{""0"": 72, ""1"": 24, ""2"": 36}",0.08169775002170354,182.890625,1,1,40.0,2.0,remote_sim,2048,1.0,0.0,0.08192355727348175,0.0,0.0,1.262288,5.049152000000001e-08,0.08949980984948175,0.0,-0.012627436149342103,-0.016782585144486,-0.017132742908501128,-0.0174211688633033,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,100,tpe,30.0,42.0,25.10459809972408,42,10,"{""2"": 42}",5.325454749981873,187.46875,1,1,40.0,1.0,classical,2048,1.0,0.0,0.005579521006438881,0.0,0.0,0.04463616805151105,0.0,0.005847338014747948,0.0,-0.0006543242536155966,-0.0008778926191473879,-0.00089716215551813,-0.0009078367215009659,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,100,successive_halving,30.0,44.639999999999986,14.323286423235059,132,69,"{""0"": 72, ""1"": 24, ""2"": 36}",0.1169918340165168,187.46875,0,0,80.0,2.0,classical,512,0.0,0.0,0.005583880003541708,0.0,0.0,0.044671040028333664,0.0,0.00585190624371171,0.0,-0.00065724339569266,-0.0008787760678477125,-0.0009060111733844436,-0.0009220719615172701,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,101,tpe,30.0,42.0,307.460179331109,42,10,"{""2"": 42}",0.22771258291322738,187.671875,0,0,20.0,2.0,remote_sim,2048,1.0,0.0,0.06616295392701646,0.0,0.0,1.262288,5.049152000000001e-08,0.07373920650301646,0.0,-0.011786238229352526,-0.014804291935559192,-0.018479455376758012,-0.025146933398643125,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,101,successive_halving,30.0,44.639999999999986,3.49109302072756,132,70,"{""0"": 72, ""1"": 24, ""2"": 36}",0.07642966590356082,187.671875,1,1,40.0,1.0,classical,2048,1.0,0.009996187238821362,0.005490312381880358,0.0,0.0,0.04392249905504286,0.0,0.005753847376210615,0.0,-0.010614778357848726,-0.01887651810339034,-0.09073553264102262,-0.11840890309285843,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,102,tpe,30.0,42.0,256.3312181525833,42,10,"{""2"": 42}",0.47661637503188103,187.734375,0,0,20.0,2.0,remote_sim,512,1.0,0.0,0.03659460480990403,0.0,0.0,1.262288,5.049152000000001e-08,0.04417085738590403,0.0,-0.010025445664129157,-0.011646994961877693,-0.012862520776391143,-0.014117699598670617,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,102,successive_halving,30.0,44.639999999999986,2.3641007847241804,132,70,"{""0"": 72, ""1"": 24, ""2"": 36}",0.08934070798568428,187.734375,0,1,20.0,1.0,classical,512,0.0,0.0010582942810910322,0.005682359216734767,0.0,0.0,0.045458873733878136,0.0,0.005955112459138036,0.0,-0.001705152556288226,-0.0009001343028302206,-0.0114753094842769,-0.04288307161206351,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,103,tpe,30.0,42.0,320.54333560096984,42,10,"{""2"": 42}",0.20655970892403275,187.734375,0,1,20.0,2.0,classical,2048,0.0,0.004782656874227704,0.005412791695562191,0.0,0.0,0.04330233356449753,0.0,0.005672605696949177,0.0,-0.005395570307856558,-0.000869463562430688,-0.048549817193112826,-0.0645921549270951,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,103,successive_halving,30.0,44.639999999999986,4.013118538705898,132,71,"{""0"": 72, ""1"": 24, ""2"": 36}",0.07458516594488174,187.734375,2,0,20.0,1.0,classical,128,1.0,0.004782656874227704,0.005393530809669755,0.0,0.0,0.04314824647735804,0.0,0.005652420288533903,0.0,-0.005392979293962895,-0.0008611639328011679,-0.0485236122377105,-0.06452053443591427,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,104,tpe,30.0,42.0,105.63302112826274,42,10,"{""2"": 42}",0.21750870894175023,187.734375,1,0,40.0,3.0,classical,2048,1.0,0.017368745537487233,0.005452229059301317,0.0,0.0,0.043617832474410534,0.0,0.00571393605414778,0.0,-0.017981563677530853,-0.0008904077726808058,-0.17441076720719365,-0.3480468702438363,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,104,successive_halving,30.0,44.639999999999986,3.1678271395795696,132,70,"{""0"": 72, ""1"": 24, ""2"": 36}",0.08553187502548099,187.734375,0,0,40.0,3.0,classical,2048,1.0,0.017368745537487233,0.005397677319706418,0.0,0.0,0.04318141855765134,0.0,0.005656765831052326,0.0,-0.01797586293679907,-0.0008924722291278333,-0.17439811931145283,-0.34801733116689404,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,105,tpe,30.0,42.0,88.08884907250552,42,10,"{""2"": 42}",0.10535112500656396,187.75,2,0,80.0,2.0,classical,2048,0.0,0.0,0.005439843764179386,0.0,0.0,0.04351875011343509,0.0,0.005700956264859997,0.0,-0.0006613255519827162,-0.0008584565115245192,-0.0009007502004810449,-0.0009260998310461039,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,105,successive_halving,30.0,44.639999999999986,3.7678020872197817,132,70,"{""0"": 72, ""1"": 24, ""2"": 36}",0.08222587499767542,187.75,0,1,20.0,3.0,classical,2048,1.0,0.0,0.005405979245551862,0.0,0.0,0.043247833964414895,0.0,0.005665466249338351,0.0,-0.0006550479462207497,-0.0008527125509231059,-0.0008757778681460887,-0.0009096904889607908,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,106,tpe,30.0,42.0,124.59216964971729,42,10,"{""2"": 42}",0.23717770806979388,187.75,2,1,80.0,3.0,classical,128,0.0,0.002818196391472709,0.005404838055255823,0.0,0.0,0.04323870444204658,0.0,0.005664270281908103,0.0,-0.003429153079857546,-0.0009023029161153596,-0.028820822168980575,-0.038454935013803794,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,106,successive_halving,30.0,44.639999999999986,5.076051477418398,132,71,"{""0"": 72, ""1"": 24, ""2"": 36}",0.07444941706489772,187.75,2,1,80.0,1.0,classical,128,1.0,0.002818196391472709,0.00547219738655258,0.0,0.0,0.04377757909242064,0.0,0.005734862861107104,0.0,-0.003436030462746384,-0.0008717255062994846,-0.02883798991395352,-0.0385199076373038,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,107,tpe,30.0,42.0,183.55927523637658,42,10,"{""2"": 42}",0.0827874590177089,187.984375,2,0,80.0,2.0,classical,128,0.0,0.006220757829633269,0.005417864565970376,0.0,0.0,0.04334291652776301,0.0,0.005677922065136955,0.0,-0.006777049427854812,-0.02910509524297592,-0.0483707866457533,-0.05859676943969693,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,107,successive_halving,30.0,44.639999999999986,4.528967170934075,132,67,"{""0"": 72, ""1"": 24, ""2"": 36}",0.08029504190199077,187.984375,0,0,40.0,1.0,classical,128,0.0,0.006220757829633269,0.005480874999193475,0.0,0.0,0.0438469999935478,0.0,0.005743956999154762,0.0,-0.006784799146309341,-0.029115279434595017,-0.04838351144366246,-0.05859716054606458,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,108,tpe,30.0,42.0,905.4744672681824,42,10,"{""2"": 42}",0.5038472909945995,188.0,2,1,20.0,2.0,classical,2048,1.0,0.0022130408738776077,0.005495015691849403,0.0,0.0,0.043960125534795225,0.0,0.0057587764450581745,0.0,-0.002799544054239531,-0.000820758204088834,-0.022899489566228948,-0.08889201667298388,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,108,successive_halving,30.0,44.639999999999986,18.539889176746122,132,72,"{""0"": 72, ""1"": 24, ""2"": 36}",0.09229741606395692,188.0,1,1,80.0,3.0,classical,128,0.0,0.0022130408738776077,0.005447827614261769,0.0,0.0,0.04358262091409415,0.0,0.005709323339746333,0.0,-0.002796042451354573,-0.0008508775084523777,-0.02290267669083787,-0.08891215695724793,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,109,tpe,30.0,42.0,67.32569904854434,42,10,"{""2"": 42}",0.19229962502140552,188.0,0,1,20.0,1.0,remote_sim,512,1.0,0.0,0.04703812829356613,0.0,0.0,1.2561440000000001,5.024576000000001e-08,0.05457750458156614,0.0,-0.010113829630886573,-0.012597666263273629,-0.01389294623049729,-0.01508218944392187,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,109,successive_halving,30.0,44.639999999999986,2.838328096000518,132,72,"{""0"": 72, ""1"": 24, ""2"": 36}",0.09107199998106807,188.0,2,1,40.0,2.0,classical,2048,1.0,0.011657631061864284,0.006284192611929029,0.0,0.0,0.050273540895432234,0.0,0.006585833857301623,0.0,-0.012304321110490369,-0.01250827490239853,-0.11714271460535719,-0.12799992954150935,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,110,tpe,30.0,42.0,276.6430746773852,42,10,"{""2"": 42}",0.24611866590566933,188.0,2,0,40.0,3.0,classical,512,0.0,0.0005508730678569542,0.0054303441575029865,0.0,0.0,0.04344275326002389,0.0,0.005691000677063129,0.0,-0.0012030754091378732,-0.0009082625668409705,-0.0060395410735711395,-0.007757006380278911,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,110,successive_halving,30.0,44.639999999999986,1.6305207834032804,132,71,"{""0"": 72, ""1"": 24, ""2"": 36}",0.08547566598281264,188.0,0,1,80.0,3.0,classical,512,0.0,0.0005508730678569542,0.005686844131560065,0.0,0.0,0.04549475305248052,0.0,0.005959812649874948,0.0,-0.0012301725400515134,-0.0009247519586077083,-0.0060965460989699325,-0.007961118223518708,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,111,tpe,30.0,42.0,67.6418897653054,42,9,"{""2"": 42}",0.1482345829717815,188.0,2,1,20.0,2.0,classical,512,1.0,0.0,0.006145041697891429,0.0,0.0,0.04916033358313143,0.0,0.006440003699390217,0.0,-0.0006733218186662293,-0.0009538623580661234,-0.001103038550609891,-0.0012769362213664191,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,111,successive_halving,30.0,44.639999999999986,4.999300250018798,132,71,"{""0"": 72, ""1"": 24, ""2"": 36}",0.09297274996060878,188.0,0,1,40.0,2.0,classical,512,1.0,0.0,0.006002499852911569,0.0,0.0,0.04801999882329255,0.0,0.0062906198458513255,0.0,-0.0006526144698911629,-0.0009058680693861861,-0.0009703764060371039,-0.0010454345612374157,0.0,,,,,
clearaccept_confirmatory,qaoa_place,100,tpe,30.0,42.0,24.29075212323357,42,10,"{""2"": 42}",4.888664790894836,188.03125,0,0,20.0,2.0,remote_sim,2048,1.0,0.0,0.06858919859322399,0.0,0.0,1.262288,5.049152000000001e-08,0.07616545116922399,0.0,-0.012349002538778372,-0.017971626632993187,-0.01906285079303287,-0.02099614697316535,0.0,,,,,
clearaccept_confirmatory,qaoa_place,100,successive_halving,30.0,44.639999999999986,10.349761084797494,132,67,"{""0"": 72, ""1"": 24, ""2"": 36}",0.047272208030335605,188.046875,1,0,20.0,3.0,remote_sim,512,1.0,0.02414947773950069,0.108613774593224,0.0,0.0,1.268432,5.073728000000001e-08,0.11622690345722397,0.0,-0.039323262651428145,-0.1432131565552054,-0.16268190261582138,-0.1681727453710723,0.0,,,,,
clearaccept_confirmatory,qaoa_place,101,tpe,30.0,42.0,307.460179331109,42,10,"{""2"": 42}",0.22708241699729115,188.34375,0,0,20.0,2.0,remote_sim,2048,1.0,0.0,0.06616295392701646,0.0,0.0,1.262288,5.049152000000001e-08,0.07373920650301646,0.0,-0.011786238229352526,-0.014804291935559192,-0.018479455376758012,-0.025146933398643125,0.0,,,,,
clearaccept_confirmatory,qaoa_place,101,successive_halving,30.0,44.639999999999986,3.075833962284819,132,70,"{""0"": 72, ""1"": 24, ""2"": 36}",0.07416066701989621,188.34375,0,1,80.0,3.0,classical,2048,1.0,0.03371249753033891,0.005032615110394545,0.0,0.0,0.04026092088315636,0.0,0.005274180635693483,0.0,-0.03427954057697881,-0.13000308497702492,-0.1505254317621395,-0.16363910747356747,0.0,,,,,
clearaccept_confirmatory,qaoa_place,102,tpe,30.0,42.0,256.3263701611685,42,10,"{""2"": 42}",0.4566808750387281,188.359375,0,0,20.0,2.0,remote_sim,512,1.0,0.00037739424462797925,0.03659460480990403,0.0,0.0,1.262288,5.049152000000001e-08,0.04417085738590403,0.0,-0.010402839908757136,-0.011656438122372994,-0.015983893113993654,-0.024134476400386875,0.0,,,,,
clearaccept_confirmatory,qaoa_place,102,successive_halving,30.0,44.639999999999986,4.158775542454278,132,71,"{""0"": 72, ""1"": 24, ""2"": 36}",0.06969141704030335,188.359375,1,1,20.0,1.0,classical,512,1.0,0.017134887890292265,0.005092025865451433,0.0,0.0,0.04073620692361146,0.0,0.005336443106993102,0.0,-0.01771036992958628,-0.06460803281483765,-0.0841002267315992,-0.10370017352488972,0.0,,,,,
clearaccept_confirmatory,qaoa_place,103,tpe,30.0,42.0,326.66660821464063,42,10,"{""2"": 42}",0.2361500000115484,188.359375,2,0,20.0,1.0,local_sim,2048,1.0,0.0,0.298304,0.05,0.0,2.386432,0.0,0.31262259200000003,0.0,-0.13376764474184338,-0.04603248936644481,-1.045038149787084,-2.0454161509904103,0.05,,,,,
clearaccept_confirmatory,qaoa_place,103,successive_halving,30.0,44.639999999999986,6.394841892000284,132,70,"{""0"": 72, ""1"": 24, ""2"": 36}",0.06597466603852808,188.359375,0,0,80.0,1.0,local_sim,2048,1.0,0.0,0.108304,0.025,0.0,0.866432,0.0,0.11350259199999999,0.0,-0.06225987917064675,-0.01650543862458602,-0.516392775963608,-2.0144036304524304,0.025,,,,,
clearaccept_confirmatory,qaoa_place,104,tpe,30.0,42.0,104.83071481616508,42,10,"{""2"": 42}",0.2518212500726804,188.359375,1,0,40.0,3.0,classical,2048,1.0,0.09554488160189988,0.004996447954908945,0.0,0.0,0.03997158363927156,0.0,0.005236277456744575,0.0,-0.09610688755471597,-0.1623049315746157,-0.3009897272392052,-0.4054060364891491,0.0,,,,,
clearaccept_confirmatory,qaoa_place,104,successive_halving,30.0,44.639999999999986,4.0797786866655805,132,68,"{""0"": 72, ""1"": 24, ""2"": 36}",0.07588575000409037,188.359375,0,0,20.0,2.0,remote_sim,512,1.0,0.0,0.04730435580203944,0.0,0.0,1.262288,5.049152000000001e-08,0.05488060837803945,0.0,-0.010531174007108537,-0.012961963801432884,-0.014077043986551538,-0.014761996090257423,0.0,,,,,
clearaccept_confirmatory,qaoa_place,105,tpe,30.0,42.0,91.23532392665822,42,10,"{""2"": 42}",0.10771291691344231,188.359375,2,0,80.0,2.0,classical,2048,0.0,0.3402542869023198,0.005251718976069242,0.0,0.0,0.042013751808553934,0.0,0.0055038014869205655,0.0,-0.34089210774577555,-0.7005433910020175,-0.7843320438762005,-0.844080121106675,0.0,,,,,
clearaccept_confirmatory,qaoa_place,105,successive_halving,30.0,44.639999999999986,15.21818436671664,132,70,"{""0"": 72, ""1"": 24, ""2"": 36}",0.05942299996968359,188.359375,1,1,80.0,2.0,remote_sim,2048,1.0,0.0,0.11258154657489386,0.0,0.0,1.262288,5.049152000000001e-08,0.12015779915089386,0.0,-0.01586076658719903,-0.01998957554064067,-0.021895588371880572,-0.022985177865861118,0.0,,,,,
clearaccept_confirmatory,qaoa_place,106,tpe,30.0,42.0,124.36781280196301,42,10,"{""2"": 42}",0.20076479203999043,188.375,2,1,80.0,3.0,classical,128,0.0,0.11289716818330595,0.005107541830511764,0.0,0.0,0.04086033464409411,0.0,0.005352703838376329,0.0,-0.11347415728845722,-0.23386711821239206,-0.24755107528783998,-0.2589128492372747,0.0,,,,,
clearaccept_confirmatory,qaoa_place,106,successive_halving,30.0,44.639999999999986,11.786434342318778,132,71,"{""0"": 72, ""1"": 24, ""2"": 36}",0.060180332977324724,188.375,0,1,80.0,2.0,remote_sim,512,1.0,0.016792449772975244,0.09212355823133649,0.0,0.0,1.262288,5.049152000000001e-08,0.0996998108073365,0.0,-0.030311026283370745,-0.03886262812823759,-0.18472166284734406,-0.18791907318461043,0.0,,,,,
clearaccept_confirmatory,qaoa_place,107,tpe,30.0,42.0,182.79177837858683,42,10,"{""2"": 42}",0.07751879200804979,188.609375,0,1,80.0,1.0,classical,2048,1.0,0.05690757709365597,0.005134729144629091,0.0,0.0,0.04107783315703273,0.0,0.005381196143571287,0.0,-0.05743667829183291,-0.24313882962862385,-0.32585561969888366,-0.35963390458838224,0.0,,,,,
clearaccept_confirmatory,qaoa_place,107,successive_halving,30.0,44.639999999999986,3.701942762673576,132,71,"{""0"": 72, ""1"": 24, ""2"": 36}",0.06957245897501707,188.609375,0,0,40.0,1.0,classical,128,0.0,0.05690757709365597,0.005205999448662624,0.0,0.0,0.04164799558930099,0.0,0.00545588742219843,0.0,-0.05744457662511222,-0.24314078346798268,-0.3258616094016692,-0.3596597935578055,0.0,,,,,
clearaccept_confirmatory,qaoa_place,108,tpe,30.0,42.0,897.0249405562936,42,10,"{""2"": 42}",0.46976237499620765,188.625,2,1,20.0,2.0,classical,2048,1.0,0.022067090597678606,0.005042968812631443,0.0,0.0,0.040343750501051545,0.0,0.005285031315637753,0.0,-0.022605796352822845,-0.027689360110088924,-0.18850151400978465,-0.4689783597968659,0.0,,,,,
clearaccept_confirmatory,qaoa_place,108,successive_halving,30.0,44.639999999999986,13.589540482688001,132,72,"{""0"": 72, ""1"": 24, ""2"": 36}",0.06429320794995874,188.625,1,1,20.0,2.0,classical,512,0.0,0.022067090597678606,0.004940630911733024,0.0,0.0,0.03952504729386419,0.0,0.005177781195496209,0.0,-0.022595188533542747,-0.027688091958050134,-0.18850135620657368,-0.4689678019824181,0.0,,,,,
clearaccept_confirmatory,qaoa_place,109,tpe,30.0,42.0,68.02420833938635,42,10,"{""2"": 42}",0.17262266704346985,188.625,0,1,80.0,1.0,local_sim,512,1.0,0.012941395286807492,0.108304,0.0,0.0,0.866432,0.0,0.11350259199999999,0.0,-0.024048964045111917,-0.06227912445140482,-0.09323526998099763,-0.12204279828794098,0.0,,,,,
