experiment,workload,seed,method,budget,search_cost_units,search_cost_modeled_s,search_evaluations,unique_candidates,fidelity_counts,search_wall_s,peak_rss_mb,cfg_p,cfg_opt_iters,cfg_warm_start,cfg_shots,cfg_mitigation,cfg_compile_level,cfg_placement,quality_loss,delay_s,deadline_miss,infeasible,energy_j,money,cost_scalar,realized_fail,utility,utility_p10,utility_cvar10,utility_min,service_violation,cfg_n_qubits,cfg_layers,cfg_reupload,cfg_train_iters,cfg_lr
clearaccept_confirmatory,qaoa,103,device_aware_fallback,30.0,50.0,720.9068024833628,50,23,"{""2"": 50}",0.8820069580106065,169.296875,2.0,80.0,0.0,128,0,1,classical,0.04434033708672068,0.004861822773818858,0.0,0.0,0.038894582190550864,0.0,0.005095190266962163,0.0,-0.04489084190114989,-0.08573183073588037,-0.287567408549676,-0.4053112438510027,0.0,,,,,
clearaccept_confirmatory,qaoa,103,capo_joint_only_espend,30.0,42.0,274.39130933047664,42,14,"{""2"": 42}",0.2746889579575509,169.3125,1.0,80.0,0.0,2048,0,2,classical,0.04434033708672068,0.004864192262175493,0.0,0.0,0.038913538097403944,0.0,0.005097673490759917,0.0,-0.04489120978164574,-0.08572240922766457,-0.28756829477444096,-0.4052973226632238,0.0,,,,,
clearaccept_confirmatory,qaoa,104,exhaustive_f0,30.0,109.1999999999978,4.921145549169699,4872,1620,"{""0"": 4860, ""2"": 12}",0.9992732090177014,169.328125,3.0,20.0,1.0,2048,1,0,classical,0.15790907738553153,0.0048411411116831005,0.0,0.0,0.038729128893464804,0.0,0.005073515885043889,0.0,-0.1584538667201554,-0.5040441470137392,-0.5532388773014335,-0.6349326627896783,0.0,,,,,
clearaccept_confirmatory,qaoa,104,device_aware_fallback,30.0,50.0,464.16546164963955,50,17,"{""2"": 50}",0.4506837499793619,169.359375,2.0,80.0,0.0,128,0,1,classical,0.15790907738553153,0.004854885642998852,0.0,0.0,0.038839085143990815,0.0,0.005087920153862797,0.0,-0.15845517443430074,-0.5040574641448312,-0.5532389249062288,-0.6349481267036591,0.0,,,,,
clearaccept_confirmatory,qaoa,104,capo_joint_only_espend,30.0,42.0,184.23134924715006,42,14,"{""2"": 42}",0.3708892499562353,169.375,2.0,80.0,1.0,2048,1,0,remote_sim,0.0,0.04730435580203944,0.0,0.0,1.262288,5.049152000000001e-08,0.05488060837803945,0.0,-0.010531174007108537,-0.012961963801432884,-0.014077043986551538,-0.014761996090257423,0.0,,,,,
clearaccept_confirmatory,qaoa,105,exhaustive_f0,30.0,109.1999999999978,4.920908884201156,4872,1620,"{""0"": 4860, ""2"": 12}",1.0140541249420494,169.390625,3.0,80.0,1.0,512,0,2,classical,0.022613209622772322,0.004842083450057544,0.0,0.0,0.03873666760046035,0.0,0.0050745034556603065,0.0,-0.02320031791029156,-0.07538446431090359,-0.08908975937231937,-0.12925747519287137,0.0,,,,,
clearaccept_confirmatory,qaoa,105,device_aware_fallback,30.0,50.0,205.24336998199274,50,21,"{""2"": 50}",0.3377335839904845,169.390625,1.0,40.0,0.0,2048,1,1,classical,0.022613209622772322,0.004903317691059783,0.0,0.0,0.039226541528478265,0.0,0.005138676940230653,0.0,-0.023208931579345983,-0.07538676846488795,-0.08911180143004366,-0.12930745268118182,0.0,,,,,
clearaccept_confirmatory,qaoa,105,capo_joint_only_espend,30.0,42.0,830.8091405950721,42,14,"{""2"": 42}",0.3775912090204656,169.390625,3.0,80.0,1.0,512,1,0,classical,0.022613209622772322,0.004915624886052683,0.0,0.0,0.039324999088421464,0.0,0.005151574880583212,0.0,-0.023210718300787633,-0.0753912887553057,-0.0891000735136854,-0.12929697303743723,0.0,,,,,
clearaccept_confirmatory,qaoa,106,exhaustive_f0,30.0,109.1999999999978,4.920493405768606,4872,1620,"{""0"": 4860, ""2"": 12}",1.0016324159223586,169.40625,3.0,20.0,1.0,2048,0,2,classical,0.07768008840982257,0.004853823309531435,0.0,0.0,0.03883058647625148,0.0,0.005086806828388944,0.0,-0.07822954291537491,-0.17301091543863123,-0.23649226245764726,-0.2889418931317276,0.0,,,,,
clearaccept_confirmatory,qaoa,106,device_aware_fallback,30.0,50.0,181.92796229856174,50,22,"{""2"": 50}",0.1423618340631947,169.40625,1.0,20.0,1.0,512,0,0,local_sim,0.059197148378782684,0.108304,0.0,0.0,0.866432,0.0,0.11350259199999999,0.0,-0.07143076551173352,-0.17942064976260658,-0.20620058509038502,-0.22755758409632537,0.0,,,,,
clearaccept_confirmatory,qaoa,106,capo_joint_only_espend,30.0,42.0,209.6866103232304,42,14,"{""2"": 42}",0.37178491696249694,169.421875,1.0,40.0,1.0,2048,0,0,local_sim,0.0027508381952149876,0.108304,0.0,0.0,0.866432,0.0,0.11350259199999999,0.0,-0.014984455328165844,-0.01705531423235985,-0.0453363776239974,-0.1275107672199556,0.0,,,,,
clearaccept_confirmatory,qaoa,107,exhaustive_f0,30.0,109.1999999999978,4.922481544618452,4872,1620,"{""0"": 4860, ""2"": 12}",1.0193845829926431,169.421875,1.0,80.0,1.0,128,0,0,classical,0.01110618036497837,0.005092343155411072,0.0,0.0,0.04073874524328858,0.0,0.005336775626870803,0.0,-0.01162780566123162,-0.042375530740998674,-0.04483627274410698,-0.044978688145345905,0.0,,,,,
clearaccept_confirmatory,qaoa,107,device_aware_fallback,30.0,50.0,138.2010446831571,50,22,"{""2"": 50}",0.14027358300518245,169.421875,2.0,20.0,1.0,512,0,0,remote_sim,0.002547594995312195,0.06674162555833618,0.0,0.0,1.262288,5.049152000000001e-08,0.07431787813433618,0.025,-0.015099684972662869,-0.01591028811320263,-0.05289203772581566,-0.15999078667320135,0.025,,,,,
clearaccept_confirmatory,qaoa,107,capo_joint_only_espend,30.0,42.0,473.5802215432783,42,14,"{""2"": 42}",0.4776725829578936,169.421875,1.0,20.0,1.0,512,1,2,classical,0.01110618036497837,0.004905567649984732,0.0,0.0,0.03924454119987786,0.0,0.005141034897183999,0.0,-0.011612084208911865,-0.042373686044852234,-0.04481386360449301,-0.04497034226733237,0.0,,,,,
clearaccept_confirmatory,qaoa,108,exhaustive_f0,30.0,109.1999999999978,4.923404011856722,4872,1620,"{""0"": 4860, ""2"": 12}",1.025049125077203,169.421875,1.0,40.0,0.0,512,1,2,classical,0.0801025644859711,0.004983224367606454,0.0,0.05,0.03986579494085163,0.0,0.005222419137251563,0.0,-0.3306340583368028,-0.22988082096868245,-2.852128323270269,-5.54108549064148,0.05,,,,,
clearaccept_confirmatory,qaoa,108,device_aware_fallback,30.0,50.0,153.2048815650391,50,21,"{""2"": 50}",0.12452475004829466,169.421875,1.0,80.0,1.0,512,0,1,classical,0.0801025644859711,0.005065839446615428,0.0,0.05,0.04052671557292342,0.0,0.005308999740052968,0.0,-0.33064422022823275,-0.22988625748948804,-2.852128039047998,-5.541106382127813,0.05,,,,,
clearaccept_confirmatory,qaoa,108,capo_joint_only_espend,30.0,42.0,170.82724054035086,42,14,"{""2"": 42}",0.2028579160105437,169.4375,3.0,20.0,0.0,128,0,0,classical,0.0801025644859711,0.004986947533325292,0.0,0.05,0.03989558026660234,0.0,0.005226321014924906,0.0,-0.3306343231480114,-0.22988489445528165,-2.852126831609892,-5.541091502148713,0.05,,,,,
clearaccept_confirmatory,qaoa,109,exhaustive_f0,30.0,109.1999999999978,4.921075685224452,4872,1620,"{""0"": 4860, ""2"": 12}",0.9987661249469966,169.453125,2.0,80.0,1.0,512,0,0,classical,0.0670304754899911,0.0053290942014427856,0.0,0.0,0.042632753611542284,0.0,0.005584890723112039,0.0,-0.0675752479648198,-0.1981505287703351,-0.2777156063032187,-0.43246818163040646,0.0,,,,,
clearaccept_confirmatory,qaoa,109,device_aware_fallback,30.0,50.0,525.7856190332384,50,20,"{""2"": 50}",0.2878898340277374,169.453125,2.0,20.0,0.0,512,0,0,classical,0.0670304754899911,0.004913744633086026,0.0,0.0,0.039309957064688206,0.0,0.005149604375474156,0.0,-0.06753575066405539,-0.19770285563262005,-0.277565757675542,-0.43249354436133924,0.0,,,,,
clearaccept_confirmatory,qaoa,109,capo_joint_only_espend,30.0,42.0,390.6274403348498,42,14,"{""2"": 42}",0.2671256249304861,169.453125,1.0,40.0,1.0,512,1,0,classical,0.0670304754899911,0.004974442897946574,0.0,0.0,0.03979554318357259,0.0,0.005213216157048009,0.0,-0.06753984733429375,-0.19770459376605973,-0.2775656556455267,-0.43248046670458434,0.0,,,,,
clearaccept_confirmatory,qaoa,110,exhaustive_f0,30.0,109.1999999999978,4.922223689514171,4872,1620,"{""0"": 4860, ""2"": 12}",1.024247583001852,169.453125,2.0,40.0,0.0,128,0,1,classical,0.026922662139781776,0.005087390512926504,0.0,0.15,0.04069912410341203,0.0,0.005331585257546977,0.0,-0.7775350223420661,-5.00714675486313,-5.206084070565192,-5.535172986698899,0.15,,,,,
clearaccept_confirmatory,qaoa,110,device_aware_fallback,30.0,50.0,603.2766483418268,50,21,"{""2"": 50}",0.8592102919938043,169.453125,3.0,80.0,0.0,128,1,0,classical,0.026922662139781776,0.00507359390030615,0.0,0.15,0.0405887512024492,0.0,0.005317126407520845,0.0,-0.7775323344366394,-5.007125107602709,-5.2060700777288575,-5.535166688310049,0.15,,,,,
clearaccept_confirmatory,qaoa,110,capo_joint_only_espend,30.0,42.0,410.9112123688402,42,14,"{""2"": 42}",0.24570895894430578,169.453125,2.0,40.0,1.0,128,0,1,remote_sim,0.05992294011008722,0.09399296820293394,0.0,0.425,1.262288,5.049152000000001e-08,0.10156922077893393,0.0,-2.19922247238432,-5.235492412888298,-5.3795890458584275,-5.590206105809594,0.425,,,,,
clearaccept_confirmatory,qaoa,111,exhaustive_f0,30.0,109.1999999999978,4.922825419949326,4872,1620,"{""0"": 4860, ""2"": 12}",1.042636499973014,169.46875,3.0,40.0,1.0,512,1,1,classical,0.16646744597717403,0.005002609264920466,0.0,0.35,0.040020874119363725,0.0,0.005242734509636649,0.0,-1.9170152225023078,-5.37016646838636,-5.5881264450065,-5.594111448127161,0.35,,,,,
clearaccept_confirmatory,qaoa,111,device_aware_fallback,30.0,50.0,163.90060053627312,50,20,"{""2"": 50}",0.19429437501821667,169.484375,1.0,20.0,0.0,2048,0,2,local_sim,0.0,2.16608,0.7,0.0,17.32864,0.0,2.27005184,0.0,-1.6375202945479685,-2.3384365171951917,-2.3472448022461543,-2.355746245633761,0.7,,,,,
clearaccept_confirmatory,qaoa,111,capo_joint_only_espend,30.0,42.0,130.9213057714228,42,14,"{""2"": 42}",0.13128862506709993,169.484375,2.0,80.0,1.0,512,0,2,remote_sim,0.013503404875411138,0.23192355727348177,0.075,0.0,1.262288,5.049152000000001e-08,0.23949980984948174,0.0,-0.18537900738157997,-0.1939632469368273,-1.57138010103665,-2.033830086140073,0.075,,,,,
clearaccept_confirmatory,qaoa_channel,100,exhaustive_f0,30.0,109.1999999999978,4.924921431029172,4872,1620,"{""0"": 4860, ""2"": 12}",1.0938802500022575,174.015625,3.0,40.0,1.0,512,1,2,classical,0.0,0.005307703468133695,0.0,0.0,0.04246162774506956,0.0,0.005562473234604113,0.0,-0.0006243734258577305,-0.0008353788989292869,-0.0008732617255375575,-0.0009122716641107485,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,100,device_aware_fallback,30.0,50.0,146.16342026433597,50,22,"{""2"": 50}",4.987998584052548,174.03125,2.0,40.0,1.0,2048,1,2,classical,0.0,0.005397140819695778,0.0,0.0,0.043177126557566226,0.0,0.005656203579041176,0.0,-0.000635384689061431,-0.0008434655604869888,-0.0008855752848983791,-0.0009076628477413683,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,100,capo_joint_only_espend,30.0,42.0,502.36794244542926,42,14,"{""2"": 42}",0.21017800003755838,174.03125,2.0,40.0,1.0,2048,0,1,remote_sim,0.0,0.108589198593224,0.0,0.0,1.262288,5.049152000000001e-08,0.11616545116922398,0.0,-0.015135196786181854,-0.0217408884654868,-0.023152993815681616,-0.02527528497054768,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,101,exhaustive_f0,30.0,109.1999999999978,4.925977924335705,4872,1620,"{""0"": 4860, ""2"": 12}",1.0887108329916373,174.03125,3.0,40.0,1.0,2048,0,0,classical,0.009996187238821362,0.005298119940562174,0.0,0.0,0.04238495952449739,0.0,0.005552429697709158,0.0,-0.010591689737014121,-0.018842508035285553,-0.09071601043821634,-0.11838307987471218,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,101,device_aware_fallback,30.0,50.0,245.88503159865795,50,22,"{""2"": 50}",0.615352708962746,174.03125,3.0,80.0,0.0,512,0,0,classical,0.009996187238821362,0.005343004944734275,0.0,0.0,0.0427440395578742,0.0,0.005599469182081521,0.0,-0.010597535200767874,-0.0188757090016545,-0.09073032036215867,-0.11839932052149212,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,101,capo_joint_only_espend,30.0,42.0,509.40277555213305,42,14,"{""2"": 42}",0.48504979198332876,174.03125,3.0,80.0,1.0,128,0,1,classical,0.009996187238821362,0.005368343772715889,0.0,0.0,0.04294675018172711,0.0,0.005626024273806251,0.0,-0.010599925077692246,-0.018857139607574958,-0.09071834424967097,-0.11840327122271473,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,102,exhaustive_f0,30.0,109.1999999999978,4.926373133757108,4872,1620,"{""0"": 4860, ""2"": 12}",1.100839624996297,174.03125,3.0,80.0,1.0,128,1,1,classical,0.0010582942810910322,0.005260645717498846,0.0,0.0,0.04208516573999077,0.0,0.005513156711938791,0.0,-0.001655481751908992,-0.0008317883616709629,-0.01136478444180801,-0.04284326710774702,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,102,device_aware_fallback,30.0,50.0,579.4865915345632,50,23,"{""2"": 50}",0.5036197919398546,174.03125,2.0,40.0,0.0,128,0,1,classical,0.0010582942810910322,0.00540888546674978,0.0,0.0,0.04327108373399824,0.0,0.00566851196915377,0.0,-0.0016714836609948882,-0.0008617412558955083,-0.011391855894953897,-0.04286894399990895,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,102,capo_joint_only_espend,30.0,42.0,148.59361430939197,42,14,"{""2"": 42}",0.1950822080252692,174.03125,2.0,20.0,1.0,128,1,0,classical,0.0010582942810910322,0.005722062502172776,0.0,0.0,0.045776500017382205,0.0,0.005996721502277069,0.0,-0.0016958960615193115,-0.0008794824981230157,-0.011451949809850677,-0.0428617253037476,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,103,exhaustive_f0,30.0,109.1999999999978,4.925915279933209,4872,1620,"{""0"": 4860, ""2"": 12}",1.0867725840071216,174.046875,3.0,80.0,0.0,128,1,2,classical,0.004782656874227704,0.005263791885226965,0.0,0.0,0.04211033508181572,0.0,0.00551645389571786,0.0,-0.005379025328878734,-0.0008358998329657866,-0.048526134525425944,-0.06457977627143272,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,103,device_aware_fallback,30.0,50.0,720.9091666033107,50,23,"{""2"": 50}",0.9387323749251664,174.0625,2.0,80.0,0.0,128,0,1,classical,0.004782656874227704,0.0053397968877106905,0.0,0.0,0.042718375101685524,0.0,0.005596107138320804,0.0,-0.005387535565551995,-0.000846716934993859,-0.04854134490433535,-0.06455321114236413,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,103,capo_joint_only_espend,30.0,42.0,443.00115713955387,42,14,"{""2"": 42}",0.3473668750375509,174.078125,3.0,80.0,1.0,2048,0,0,classical,0.004782656874227704,0.005339687617379241,0.0,0.0,0.042717500939033926,0.0,0.005595992623013444,0.0,-0.005386797825897299,-0.0008523275414762913,-0.048536529904486266,-0.0645674912647716,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,104,exhaustive_f0,30.0,109.1999999999978,4.926887943581637,4872,1620,"{""0"": 4860, ""2"": 12}",1.0794401669409126,174.078125,2.0,20.0,1.0,128,1,1,classical,0.017368745537487233,0.00532691647822503,0.0,0.0,0.04261533182580024,0.0,0.0055826084691798315,0.0,-0.017968232305594266,-0.0008773686046780855,-0.1743865668620067,-0.3480201798351521,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,104,device_aware_fallback,30.0,50.0,556.1257542393237,50,17,"{""2"": 50}",0.6571546249324456,174.09375,2.0,80.0,0.0,512,1,1,classical,0.017368745537487233,0.005283563019474968,0.0,0.0,0.042268504155799747,0.0,0.005537174044409767,0.0,-0.017962840117639323,-0.0008633703748974323,-0.17437266303715815,-0.3479939797434498,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,104,capo_joint_only_espend,30.0,42.0,184.23260509743906,42,14,"{""2"": 42}",0.38165999995544553,174.09375,2.0,80.0,1.0,128,1,0,classical,0.017368745537487233,0.005314562862622552,0.0,0.0,0.04251650290098041,0.0,0.005569661880028434,0.0,-0.01796768754706026,-0.0008777227426087856,-0.1743830659683884,-0.3479846980916913,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,105,exhaustive_f0,30.0,109.1999999999978,4.927175501598933,4872,1620,"{""0"": 4860, ""2"": 12}",1.1026850830530748,174.09375,3.0,40.0,1.0,512,0,2,classical,0.0,0.005284958097035997,0.0,0.0,0.04227966477628797,0.0,0.005538636085693724,0.0,-0.0006408934211551058,-0.0008258789840724452,-0.0008717535618362089,-0.0009039446311635674,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,105,device_aware_fallback,30.0,50.0,205.2456282018933,50,21,"{""2"": 50}",0.34096987498924136,174.09375,1.0,40.0,0.0,2048,1,1,classical,0.0,0.005327911596396007,0.0,0.0,0.04262329277116805,0.0,0.005583651353023015,0.0,-0.000645847897778467,-0.0008397588883937969,-0.0008695904211836342,-0.0008874319103681948,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,105,capo_joint_only_espend,30.0,42.0,815.5948780474293,42,14,"{""2"": 42}",0.4003473750781268,174.09375,3.0,40.0,1.0,128,0,0,classical,0.0,0.005339609109796584,0.0,0.0,0.04271687287837267,0.0,0.00559591034706682,0.0,-0.0006481614671178604,-0.0008410303601032285,-0.0008746836743780287,-0.0008831683687478241,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,106,exhaustive_f0,30.0,109.1999999999978,4.927260859957853,4872,1620,"{""0"": 4860, ""2"": 12}",1.088494791998528,174.09375,3.0,80.0,0.0,128,1,2,classical,0.002818196391472709,0.005396301989094354,0.0,0.0,0.043170415912754834,0.0,0.005655324484570883,0.0,-0.0034273202031158607,-0.0008729269028044436,-0.0288192623468676,-0.038463903404678444,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,106,device_aware_fallback,30.0,50.0,181.49919628944218,50,21,"{""2"": 50}",0.15415566705632955,174.09375,1.0,20.0,1.0,2048,0,0,classical,0.002818196391472709,0.005373265754315071,0.0,0.0,0.042986126034520566,0.0,0.005631182510522194,0.0,-0.003425310303592751,-0.000884107842408871,-0.02881884428086849,-0.03847238267263736,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,106,capo_joint_only_espend,30.0,42.0,255.23642945856596,42,14,"{""2"": 42}",0.31233870901633054,174.09375,1.0,40.0,1.0,2048,0,1,classical,0.002818196391472709,0.005393213577917777,0.0,0.0,0.043145708623342216,0.0,0.00565208782965783,0.0,-0.003429105136560428,-0.0008994642321767612,-0.028872169193389075,-0.038635930966176735,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,107,exhaustive_f0,30.0,109.1999999999978,4.928199695763136,4872,1620,"{""0"": 4860, ""2"": 12}",1.1031529169995338,174.109375,1.0,20.0,0.0,2048,1,1,classical,0.006220757829633269,0.005378645670134574,0.0,0.0,0.04302916536107659,0.0,0.005636820662301034,0.0,-0.006773412986958599,-0.029116203669812806,-0.0483797275818163,-0.05862463666176047,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,107,device_aware_fallback,30.0,50.0,138.20221342861058,50,22,"{""2"": 50}",0.1434821670409292,174.109375,2.0,20.0,1.0,512,0,0,remote_sim,0.0,0.06675635480320352,0.0,0.0,1.262288,5.049152000000001e-08,0.07433260737920352,0.025,-0.012553665992981886,-0.011922678941103477,-0.0398157751059612,-0.11872961226676818,0.025,,,,,
clearaccept_confirmatory,qaoa_channel,107,capo_joint_only_espend,30.0,42.0,102.16067744164897,42,14,"{""2"": 42}",0.31593100004829466,174.109375,1.0,20.0,1.0,512,1,2,classical,0.006220757829633269,0.005376129891374148,0.0,0.0,0.04300903913099319,0.0,0.005634184126160108,0.0,-0.00677530738404501,-0.029094286040034563,-0.04838258744380502,-0.058605345906677334,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,108,exhaustive_f0,30.0,109.1999999999978,4.925861130617517,4872,1620,"{""0"": 4860, ""2"": 12}",1.0950703750131652,174.109375,3.0,80.0,1.0,2048,1,2,classical,0.0022130408738776077,0.0053008126124041155,0.0,0.0,0.042406500899232924,0.0,0.005555251617799513,0.0,-0.00277888889540064,-0.0007994211787390426,-0.022865187723220784,-0.0888931886284833,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,108,device_aware_fallback,30.0,50.0,153.61122553987065,50,21,"{""2"": 50}",0.12972225004341453,174.109375,1.0,80.0,1.0,128,1,1,classical,0.0022130408738776077,0.005314479247317649,0.0,0.0,0.042515833978541195,0.0,0.005569574251188896,0.0,-0.002780449248627106,-0.0008062999081894331,-0.022870835634061663,-0.08888715522645203,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,108,capo_joint_only_espend,30.0,42.0,504.37923596008966,42,14,"{""2"": 42}",0.2773911659605801,174.109375,1.0,80.0,1.0,2048,0,2,classical,0.0022130408738776077,0.005342239703168161,0.0,0.0,0.04273791762534529,0.0,0.005598667208920233,0.0,-0.002782894862018325,-0.0008082678968973508,-0.022875382917290646,-0.08888112182442078,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,109,exhaustive_f0,30.0,109.1999999999978,4.93221594050988,4872,1620,"{""0"": 4860, ""2"": 12}",1.0924445419805124,174.109375,1.0,40.0,1.0,2048,1,0,classical,0.011657631061864284,0.005360619761631824,0.0,0.0,0.04288495809305459,0.0,0.005617929510190152,0.0,-0.012207082123266374,-0.01214958842246998,-0.1171173187600261,-0.1279797345918868,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,109,device_aware_fallback,30.0,50.0,659.2606836264787,50,20,"{""2"": 50}",0.49508641695138067,174.125,2.0,40.0,0.0,512,0,0,classical,0.011657631061864284,0.006104682252043858,0.0,0.0,0.048837458016350865,0.0,0.006397707000141964,0.0,-0.012287453284440971,-0.012479564662154548,-0.11712441346949996,-0.12799084065458494,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,109,capo_joint_only_espend,30.0,42.0,186.54264743843956,42,14,"{""2"": 42}",0.16225883306469768,174.125,2.0,20.0,1.0,128,1,1,classical,0.011657631061864284,0.005364526135963388,0.0,0.0,0.0429162090877071,0.0,0.0056220233904896305,0.0,-0.012207327503373052,-0.012106267177083348,-0.11712601390607869,-0.12797894606778387,0.0,,,,,
clearaccept_confirmatory,qaoa_channel,110,exhaustive_f0,30.0,109.1999999999978,4.925955010903958,4872,1620,"{""0"": 4860, ""2"": 12}",1.0849995830794796,174.125,3.0,20.0,0.0,128,1,0,classical,0.0005508730678569542,0.00529596877458971,0.0,0.0,0.04236775019671768,0.0,0.005550175275770015,0.0,-0.0011867247954824097,-0.0008803621896310012,-0.006027780647587185,-0.0077512916050856565,0.0,,,,,
