workload,seed,regime,experiment,policy,selected_candidate,applied_candidate,applied_action,placement,certificate_issued,fallback_used,fallback_reason,certificate_expiry,selection_risk,selection_risk_lcb,selection_risk_ucb,false_qualification,action_loss,quality_loss,service_violation,delay_s,oracle_candidate,oracle_placement,oracle_action_loss,regret,qpu_selected,qpu_beneficial
qaoa_large,129,qpu_opportunity,shifted_queue_deployment,capo_rolling_recert,,-1,validated_local_fallback,validated_local_fallback,False,True,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.06204727446575013,0.23795272553424984,False,True
qaoa_large,129,qpu_opportunity,shifted_queue_deployment,empirical_rolling,4.0,4,qpu_B,qpu_B,False,False,no_candidate_met_empirical_risk_target,expired_at_detected_queue_regime_change,0.06666666666666667,0.02385711163130601,0.1417278134497767,False,0.06204727446575013,0.012800229119859518,0.05,0.35267416586920974,4,qpu_B,0.06204727446575013,0.0,True,True
qaoa_large,129,qpu_opportunity,shifted_queue_deployment,classical_only,,-1,validated_local_fallback,validated_local_fallback,False,True,local_policy_only,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.06204727446575013,0.23795272553424984,False,True
qaoa_large,130,qpu_opportunity,shifted_queue_deployment,capo_static,,-1,validated_local_fallback,validated_local_fallback,False,True,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,5,qpu_B,0.27971941937115047,0.02028058062884952,False,True
qaoa_large,130,qpu_opportunity,shifted_queue_deployment,capo_expire_fallback,,-1,validated_local_fallback,validated_local_fallback,False,True,detected_queue_regime_shift,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,5,qpu_B,0.27971941937115047,0.02028058062884952,False,True
qaoa_large,130,qpu_opportunity,shifted_queue_deployment,capo_rolling_recert,,-1,validated_local_fallback,validated_local_fallback,False,True,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,5,qpu_B,0.27971941937115047,0.02028058062884952,False,True
qaoa_large,130,qpu_opportunity,shifted_queue_deployment,empirical_rolling,,-1,validated_local_fallback,validated_local_fallback,False,True,no_candidate_met_empirical_risk_target,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,5,qpu_B,0.27971941937115047,0.02028058062884952,False,True
qaoa_large,130,qpu_opportunity,shifted_queue_deployment,classical_only,,-1,validated_local_fallback,validated_local_fallback,False,True,local_policy_only,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,5,qpu_B,0.27971941937115047,0.02028058062884952,False,True
qaoa_large,131,qpu_opportunity,shifted_queue_deployment,capo_static,4.0,4,qpu_B,qpu_B,True,False,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,0.06666666666666667,0.02385711163130601,0.1417278134497767,False,0.06007894682243033,7.89468224303305e-05,0.06,0.3225023831570667,4,qpu_B,0.06007894682243033,0.0,True,True
qaoa_large,131,qpu_opportunity,shifted_queue_deployment,capo_expire_fallback,,-1,validated_local_fallback,validated_local_fallback,False,True,detected_queue_regime_shift,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.06007894682243033,0.23992105317756965,False,True
qaoa_large,131,qpu_opportunity,shifted_queue_deployment,capo_rolling_recert,,-1,validated_local_fallback,validated_local_fallback,False,True,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.06007894682243033,0.23992105317756965,False,True
qaoa_large,131,qpu_opportunity,shifted_queue_deployment,empirical_rolling,4.0,4,qpu_B,qpu_B,False,False,no_candidate_met_empirical_risk_target,expired_at_detected_queue_regime_change,0.06666666666666667,0.02385711163130601,0.1417278134497767,False,0.06007894682243033,7.89468224303305e-05,0.06,0.3225023831570667,4,qpu_B,0.06007894682243033,0.0,True,True
qaoa_large,131,qpu_opportunity,shifted_queue_deployment,classical_only,,-1,validated_local_fallback,validated_local_fallback,False,True,local_policy_only,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.06007894682243033,0.23992105317756965,False,True
qaoa_large,132,qpu_opportunity,shifted_queue_deployment,capo_static,4.0,4,qpu_B,qpu_B,True,False,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,0.05,0.01449349158464424,0.11932817052433192,False,0.050256866294689895,0.00025686629468988227,0.05,0.30037441398513026,4,qpu_B,0.050256866294689895,0.0,True,True
qaoa_large,132,qpu_opportunity,shifted_queue_deployment,capo_expire_fallback,,-1,validated_local_fallback,validated_local_fallback,False,True,detected_queue_regime_shift,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.050256866294689895,0.2497431337053101,False,True
qaoa_large,132,qpu_opportunity,shifted_queue_deployment,capo_rolling_recert,,-1,validated_local_fallback,validated_local_fallback,False,True,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.050256866294689895,0.2497431337053101,False,True
qaoa_large,132,qpu_opportunity,shifted_queue_deployment,empirical_rolling,4.0,4,qpu_B,qpu_B,False,False,no_candidate_met_empirical_risk_target,expired_at_detected_queue_regime_change,0.05,0.01449349158464424,0.11932817052433192,False,0.050256866294689895,0.00025686629468988227,0.05,0.30037441398513026,4,qpu_B,0.050256866294689895,0.0,True,True
qaoa_large,132,qpu_opportunity,shifted_queue_deployment,classical_only,,-1,validated_local_fallback,validated_local_fallback,False,True,local_policy_only,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.050256866294689895,0.2497431337053101,False,True
qaoa_large,133,qpu_opportunity,shifted_queue_deployment,capo_static,4.0,4,qpu_B,qpu_B,True,False,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,0.025,0.0034184143287732762,0.08320493105207519,False,0.07239729215624652,0.033756997117855556,0.04,0.24119717380174133,4,qpu_B,0.07239729215624652,0.0,True,True
qaoa_large,133,qpu_opportunity,shifted_queue_deployment,capo_expire_fallback,,-1,validated_local_fallback,validated_local_fallback,False,True,detected_queue_regime_shift,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.07239729215624652,0.22760270784375347,False,True
qaoa_large,133,qpu_opportunity,shifted_queue_deployment,capo_rolling_recert,4.0,4,qpu_B,qpu_B,True,False,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,0.025,0.0034184143287732762,0.08320493105207519,False,0.07239729215624652,0.033756997117855556,0.04,0.24119717380174133,4,qpu_B,0.07239729215624652,0.0,True,True
qaoa_large,133,qpu_opportunity,shifted_queue_deployment,empirical_rolling,4.0,4,qpu_B,qpu_B,False,False,no_candidate_met_empirical_risk_target,expired_at_detected_queue_regime_change,0.025,0.0034184143287732762,0.08320493105207519,False,0.07239729215624652,0.033756997117855556,0.04,0.24119717380174133,4,qpu_B,0.07239729215624652,0.0,True,True
qaoa_large,133,qpu_opportunity,shifted_queue_deployment,classical_only,,-1,validated_local_fallback,validated_local_fallback,False,True,local_policy_only,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.07239729215624652,0.22760270784375347,False,True
qaoa_large,134,qpu_opportunity,shifted_queue_deployment,capo_static,,-1,validated_local_fallback,validated_local_fallback,False,True,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,-1,validated_local_fallback,0.3,0.0,False,False
qaoa_large,134,qpu_opportunity,shifted_queue_deployment,capo_expire_fallback,,-1,validated_local_fallback,validated_local_fallback,False,True,detected_queue_regime_shift,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,-1,validated_local_fallback,0.3,0.0,False,False
qaoa_large,134,qpu_opportunity,shifted_queue_deployment,capo_rolling_recert,,-1,validated_local_fallback,validated_local_fallback,False,True,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,-1,validated_local_fallback,0.3,0.0,False,False
qaoa_large,134,qpu_opportunity,shifted_queue_deployment,empirical_rolling,,-1,validated_local_fallback,validated_local_fallback,False,True,no_candidate_met_empirical_risk_target,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,-1,validated_local_fallback,0.3,0.0,False,False
qaoa_large,134,qpu_opportunity,shifted_queue_deployment,classical_only,,-1,validated_local_fallback,validated_local_fallback,False,True,local_policy_only,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,-1,validated_local_fallback,0.3,0.0,False,False
qaoa_large,135,qpu_opportunity,shifted_queue_deployment,capo_static,,-1,validated_local_fallback,validated_local_fallback,False,True,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.2875523987563249,0.01244760124367511,False,True
qaoa_large,135,qpu_opportunity,shifted_queue_deployment,capo_expire_fallback,,-1,validated_local_fallback,validated_local_fallback,False,True,detected_queue_regime_shift,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.2875523987563249,0.01244760124367511,False,True
qaoa_large,135,qpu_opportunity,shifted_queue_deployment,capo_rolling_recert,,-1,validated_local_fallback,validated_local_fallback,False,True,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.2875523987563249,0.01244760124367511,False,True
qaoa_large,135,qpu_opportunity,shifted_queue_deployment,empirical_rolling,,-1,validated_local_fallback,validated_local_fallback,False,True,no_candidate_met_empirical_risk_target,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.2875523987563249,0.01244760124367511,False,True
qaoa_large,135,qpu_opportunity,shifted_queue_deployment,classical_only,,-1,validated_local_fallback,validated_local_fallback,False,True,local_policy_only,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.2875523987563249,0.01244760124367511,False,True
qaoa_large,136,qpu_opportunity,shifted_queue_deployment,capo_static,4.0,4,qpu_B,qpu_B,True,False,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,0.08333333333333333,0.03417930132313617,0.16328073769089985,False,0.07,0.0,0.07,0.37088157123614124,4,qpu_B,0.07,0.0,True,True
qaoa_large,136,qpu_opportunity,shifted_queue_deployment,capo_expire_fallback,,-1,validated_local_fallback,validated_local_fallback,False,True,detected_queue_regime_shift,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.07,0.22999999999999998,False,True
qaoa_large,136,qpu_opportunity,shifted_queue_deployment,capo_rolling_recert,,-1,validated_local_fallback,validated_local_fallback,False,True,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.07,0.22999999999999998,False,True
qaoa_large,136,qpu_opportunity,shifted_queue_deployment,empirical_rolling,4.0,4,qpu_B,qpu_B,False,False,no_candidate_met_empirical_risk_target,expired_at_detected_queue_regime_change,0.08333333333333333,0.03417930132313617,0.16328073769089985,False,0.07,0.0,0.07,0.37088157123614124,4,qpu_B,0.07,0.0,True,True
qaoa_large,136,qpu_opportunity,shifted_queue_deployment,classical_only,,-1,validated_local_fallback,validated_local_fallback,False,True,local_policy_only,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.07,0.22999999999999998,False,True
qaoa_large,137,qpu_opportunity,shifted_queue_deployment,capo_static,4.0,4,qpu_B,qpu_B,True,False,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,0.058333333333333334,0.01903343690194471,0.13065180700611878,False,0.035662043246589184,0.005780785818282746,0.03,0.13536448852208383,4,qpu_B,0.035662043246589184,0.0,True,True
qaoa_large,137,qpu_opportunity,shifted_queue_deployment,capo_expire_fallback,,-1,validated_local_fallback,validated_local_fallback,False,True,detected_queue_regime_shift,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.035662043246589184,0.2643379567534108,False,True
qaoa_large,137,qpu_opportunity,shifted_queue_deployment,capo_rolling_recert,,-1,validated_local_fallback,validated_local_fallback,False,True,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.035662043246589184,0.2643379567534108,False,True
qaoa_large,137,qpu_opportunity,shifted_queue_deployment,empirical_rolling,4.0,4,qpu_B,qpu_B,False,False,no_candidate_met_empirical_risk_target,expired_at_detected_queue_regime_change,0.058333333333333334,0.01903343690194471,0.13065180700611878,False,0.035662043246589184,0.005780785818282746,0.03,0.13536448852208383,4,qpu_B,0.035662043246589184,0.0,True,True
qaoa_large,137,qpu_opportunity,shifted_queue_deployment,classical_only,,-1,validated_local_fallback,validated_local_fallback,False,True,local_policy_only,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,4,qpu_B,0.035662043246589184,0.2643379567534108,False,True
qaoa_large,138,qpu_opportunity,shifted_queue_deployment,capo_static,,-1,validated_local_fallback,validated_local_fallback,False,True,no_candidate_met_simultaneous_bound,expired_at_detected_queue_regime_change,,,,False,0.3,0.3,0.0,0.002,-1,validated_local_fallback,0.3,0.0,False,False
